Zona;Sede;Línea de negocio;Año;Mes;Ingresos;Costo_mat_prima;Costo_M.Obra;Utilidad_Bruta;Mg_Bruto;Gastos_operativos;Gastos_personal;Ut_Operacional;Mg_Operacional;Empl_Admon;Empl_Operativo;Ordenes;Hrs_Ejecutadas;Capac_Hrs
Zona Bogotá;Bogotá Colisión;Servicio;2023;may;762.028.783;84722550;269460425;407.845.808;53,50%;63.373.845;118729662;225.742.301;29,60%;23;34;217;6553,35;5640
Zona Bogotá;Bogotá Colisión;Servicio;2023;jun;767.234.703;115730509;272955503;378.548.691;49,30%;112.651.349;120455167;145.442.175;19,00%;23;36;249;5896,5;5640
Zona Bogotá;Bogotá Colisión;Servicio;2023;jul;776.348.485;75879920;323797934;376.670.631;48,50%;45.881.483;129823130;200.966.018;25,90%;24;36;223;6700,56;5640
Zona Bogotá;Bogotá Colisión;Servicio;2023;ago;857.347.075;110358353;324570325;422.418.397;49,30%;89.444.191;123404919;209.569.286;24,40%;23;38;262;7016,91;5800
Zona Bogotá;Bogotá Colisión;Servicio;2023;sep;656.286.101;85586213;248841692;321.858.196;49,00%;84.343.928;91230472;146.283.796;22,30%;21;36;215;5601,17;5480
Zona Bogotá;Bogotá Colisión;Servicio;2023;oct;826.712.505;126076467;284845972;415.790.066;50,30%;102.410.672;102407374;210.972.020;25,50%;19;36;243;6778,42;5640
Zona Bogotá;Bogotá Colisión;Servicio;2023;nov;820.447.371;149362292;296916289;374.168.789;45,60%;91.437.496;108997366;173.733.927;21,20%;18;38;307;6687,86;5800
Zona Bogotá;Bogotá Colisión;Servicio;2023;dic;634.186.393;115709146;230964130;287.513.117;45,30%;85.368.321;89548434;112.596.362;17,80%;17;34;237;4207,75;5320
Zona Bogotá;Bogotá Colisión;Servicio;2024;ene;784.199.262;79593484;386686513;317.919.265;40,50%;139.721.466;112847160;65.350.638;8,30%;17;34;216;7320,96;5320
Zona Bogotá;Bogotá Colisión;Servicio;2024;feb;893.701.840;78292705;313466457;501.942.679;56,20%;32.220.306;99845507;369.876.866;41,40%;20;35;235;8020,97;5560
Zona Bogotá;Bogotá Colisión;Servicio;2024;mar;679.256.366;66343002;275598987;337.314.377;49,70%;102.506.331;150263797;84.544.249;12,40%;20;35;192;5904,45;5560
Zona Bogotá;Bogotá Colisión;Servicio;2024;abr;634.111.984;66260465;278082605;289.768.913;45,70%;77.474.241;74362743;137.931.929;21,80%;20;37;147;5318,74;5880
Zona Bogotá;Bogotá Colisión;Servicio;2024;may;592.563.559;66814552;249400194;276.348.812;46,60%;98.400.336;137702994;40.245.482;6,80%;20;37;196;4524,71;6200
Zona Bogotá;Bogotá Colisión;Servicio;2024;jun;558.302.525;51751009;304126982;202.424.534;36,30%;65.850.243;87828320;48.745.972;8,70%;21;41;152;4122,79;6960
Zona Bogotá;Bogotá Colisión;Servicio;2024;jul;663.956.000;75454871;291214213;297.286.916;44,80%;72.672.443;177128539;47.485.935;7,20%;20;40;214;5213,92;6800
Zona Bogotá;Bogotá Colisión;Servicio;2024;ago;630.405.987;61072013;302378159;266.955.814;42,30%;98.238.731;124235632;44.481.451;7,10%;20;42;197;5292,24;6960
Zona Bogotá;Bogotá Colisión;Servicio;2024;sep;560.552.632;80809587;308686782;171.056.263;30,50%;69.489.200;125787429;-24.220.367;-4,30%;21;41;161;4640,33;6680
Zona Bogotá;Bogotá Colisión;Servicio;2024;oct;722.643.581;80514589;248946897;393.182.095;54,40%;71.806.034;111073602;210.302.459;29,10%;22;38;178;5669,83;6320
Zona Bogotá;Bogotá Colisión;Servicio;2024;nov;830.441.877;108883967;335542014;386.015.896;46,50%;83.554.018;96985593;205.476.285;24,70%;22;39;219;5723,84;6320
Zona Bogotá;Bogotá Colisión;Servicio;2024;dic;571.523.797;62548175;367797350;141.178.273;24,70%;245.070.565;140037213;-243.929.505;-42,70%;24;42;183;3678;6800
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;ene;32.344.342;12022105;8513236;11.809.001;36,50%;25.892.544;16569870;-30.653.414;-94,80%;4;4;52;177,66;460
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;feb;39.831.474;13582662;10843138;15.405.673;38,70%;25.830.027;17791003;-28.215.357;-70,80%;4;4;98;227,15;460
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;mar;60.552.883;15184031;13443120;31.925.732;52,70%;23.423.415;20133809;-11.631.492;-19,20%;4;4;104;375,91;460
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;abr;40.247.194;17118004;9621110;13.508.080;33,60%;24.592.083;18743621;-29.827.624;-74,10%;4;4;78;195,22;460
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;may;49.391.611;20915900;13705776;14.769.935;29,90%;26.049.882;14703616;-25.983.564;-52,60%;3;4;70;233,16;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;jun;56.449.805;18344445;13523436;24.581.925;43,50%;74.917.430;15982824;-66.318.329;-117,50%;3;4;93;293,39;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;jul;38.741.820;10064927;15800686;12.876.207;33,20%;-20.236.824;16685417;16.427.614;42,40%;3;5;110;264,48;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;ago;58.687.769;26684522;14233713;17.769.535;30,30%;29.470.472;15231732;-26.932.669;-45,90%;3;5;127;245,62;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;sep;41.062.078;19316974;18037891;3.707.213;9,00%;24.404.445;16100170;-36.797.402;-89,60%;3;5;125;336,18;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;oct;33.703.582;18858302;17128659;-2.283.379;-6,80%;36.834.544;17527949;-56.645.873;-168,10%;3;5;104;281,45;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;nov;65.682.110;25241863;18225899;22.214.349;33,80%;33.877.847;14722670;-26.386.168;-40,20%;3;5;123;306,07;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2021;dic;61.060.978;19946673;20001139;21.113.166;34,60%;35.561.141;15356670;-29.804.645;-48,80%;3;5;137;340,51;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;ene;44.868.533;15647298;14753095;14.468.140;32,20%;29.422.124;13832602;-28.786.587;-64,20%;3;5;98;249,78;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;feb;48.426.282;18602009;15476622;14.347.651;29,60%;13.232.115;11875322;-10.759.786;-22,20%;3;5;92;251,34;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;mar;60.927.615;22508275;17563865;20.855.475;34,20%;44.749.390;17099941;-40.993.856;-67,30%;3;5;115;281,5;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;abr;60.438.738;21334458;19594137;19.510.143;32,30%;21.200.062;17045691;-18.735.610;-31,00%;3;5;101;351,09;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;may;51.637.951;15955645;20656092;15.026.214;29,10%;26.870.101;16426527;-28.270.414;-54,70%;3;5;118;291,87;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;jun;63.866.448;18449146;22168219;23.249.084;36,40%;15.479.014;16288146;-8.518.076;-13,30%;3;5;124;352,37;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;jul;65.907.100;-32046405;19816025;78.137.480;118,60%;28.996.712;15112656;34.028.112;51,60%;3;5;125;347,97;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;ago;80.154.838;26796984;19068112;34.289.742;42,80%;21.247.803;16403319;-3.361.380;-4,20%;3;5;126;395,1;710
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;sep;77.699.097;23663789;17198325;36.836.983;47,40%;24.189.128;16582443;-3.934.587;-5,10%;3;4;130;422,21;300
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;oct;76.784.689;32708167;16604594;27.471.927;35,80%;30.164.007;16262819;-18.954.899;-24,70%;3;4;134;299,42;460
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;nov;80.152.908;28572897;23187780;28.392.231;35,40%;16.873.030;23554634;-12.035.432;-15,00%;4;3;121;401,51;460
Zona Bogotá;Bogotá Express Diesel;Servicio;2022;dic;69.764.802;26151888;21778532;21.834.382;31,30%;39.852.212;11831174;-29.849.005;-42,80%;3;4;163;317,11;460
Zona Bogotá;Bogotá Express Diesel;Servicio;2023;ene;58.431.905;22952575;13277938;22.201.392;38,00%;14.126.340;15256184;-7.181.132;-12,30%;3;4;112;231,86;460
Zona Bogotá;Bogotá Express Diesel;Servicio;2023;feb;85.847.355;28745188;17763803;39.338.364;45,80%;8.222.736;17346083;13.769.545;16,00%;3;4;127;394,55;460
Zona Bogotá;Bogotá Express Diesel;Servicio;2023;mar;71.230.574;25045001;22244929;23.940.644;33,60%;43.465.467;18733352;-38.258.176;-53,70%;3;3;145;313,75;300
Zona Bogotá;Bogotá Express Diesel;Servicio;2023;abr;62.207.035;20046000;14165769;27.995.265;45,00%;7.180.979;17831689;2.982.597;4,80%;3;3;124;307,49;300
Zona Bogotá;Bogotá Express Diesel;Servicio;2023;may;75.188.801;26648610;16713447;31.826.744;42,30%;10.635.079;18175096;3.016.569;4,00%;3;3;100;315,97;300
Zona Bogotá;Bogotá Express Diesel;Servicio;2023;jun;61.780.378;19456627;16776381;25.547.370;41,40%;15.678.757;16908977;-7.040.363;-11,40%;3;3;96;281,62;300
Zona Bogotá;Bogotá Express Diesel;Servicio;2023;jul;7.724.887;2235251;-7177777;12.667.413;164,00%;23.550.225;-4870805;-6.012.007;-77,80%;0;0;5;60,2;0
Zona Bogotá;Bogotá Express Diesel;Servicio;2023;ago;1.505.791;2093334;-47239;-540.303;-35,90%;12.385.993;-55821;-12.870.476;-854,70%;0;0;3;7,6;0
Zona Bogotá;Bogotá Express Diesel;Servicio;2024;may;245.781;47707;0;198.074;80,60%;1.439.991;113620;-1.355.537;-551,50%;0;0;0;0;0
Zona Bogotá;Bogotá Maquinaria;Servicio;2021;nov;1.675.181;1240875;0;434.307;25,90%;4.759.936;0;-4.325.629;-258,20%;0;0;1;0;0
Zona Bogotá;Bogotá Maquinaria;Servicio;2022;mar;771.113;0;0;771.113;100,00%;2.437.677;0;-1.666.564;-216,10%;0;0;2;0;0
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;ene;133.793.936;34616427;55940720;43.236.789;32,30%;36.304.406;26440298;-19.507.915;-14,60%;5;11;66;851;1100
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;feb;179.695.941;57276419;64632816;57.786.706;32,20%;36.843.607;30887726;-9.944.627;-5,50%;5;12;68;897,05;1300
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;abr;297.146.715;88325775;57196282;151.624.657;51,00%;35.361.179;29247358;87.016.120;29,30%;5;12;74;863,02;1300
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;may;121.249.359;31544348;62294372;27.410.639;22,60%;44.985.946;31543968;-49.119.275;-40,50%;5;12;60;1000,18;1300
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;jun;234.733.342;48756624;321253;185.655.464;79,10%;5.764.385;243056;179.648.023;76,50%;0;0;50;918,35;0
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;jul;184.786.029;54039904;77441871;53.304.254;28,80%;17.712.079;34384886;1.207.290;0,70%;5;12;79;1289,39;1300
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;ago;177.126.556;51954316;82673014;42.499.226;24,00%;41.291.334;28222973;-27.015.081;-15,30%;4;14;75;1099,75;1400
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;sep;180.829.215;63912487;84189017;32.727.711;18,10%;21.599.467;37966319;-26.838.076;-14,80%;4;13;64;1051;1300
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;oct;162.818.412;54109464;82251447;26.457.500;16,20%;28.671.646;30202077;-32.416.223;-19,90%;4;12;85;1076,48;1200
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;nov;207.684.988;81228415;61356699;65.099.874;31,30%;47.453.925;30088410;-12.442.462;-6,00%;4;13;102;1110,38;1360
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2021;dic;227.439.480;81048738;100876594;45.514.148;20,00%;32.097.949;31762475;-18.346.277;-8,10%;4;11;108;1303,44;1160
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;ene;181.850.133;61832739;73027291;46.990.104;25,80%;41.996.126;27163019;-22.169.041;-12,20%;4;13;64;1036;1360
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;feb;195.887.832;49378043;86836493;59.673.296;30,50%;15.848.566;27276629;16.548.102;8,40%;4;14;87;1187,02;1400
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;mar;199.185.462;66061728;73954843;59.168.890;29,70%;57.132.193;31571002;-29.534.305;-14,80%;4;13;96;975,54;1300
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;abr;207.780.541;70432006;95662679;41.685.856;20,10%;15.454.283;28828331;-2.596.758;-1,20%;4;13;88;985,85;1300
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;may;156.067.552;49722581;95373899;10.971.071;7,00%;-1.083.479;30284579;-18.230.029;-11,70%;4;13;76;855,35;1300
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;jun;298.642.029;121439706;102454522;74.747.801;25,00%;19.287.672;31321650;24.138.479;8,10%;4;14;91;1228,6;1400
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;jul;247.766.552;83590541;91792857;72.383.154;29,20%;29.291.924;33458946;9.632.283;3,90%;4;14;93;1345,93;1400
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;ago;244.229.197;88750558;92841091;62.637.548;25,60%;23.905.634;31962427;6.769.488;2,80%;4;14;119;1148,25;1400
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;sep;235.855.162;59575024;98163321;78.116.817;33,10%;22.153.791;31324131;24.638.895;10,40%;4;16;80;1399,7;1600
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;oct;226.884.174;84468806;94792502;47.622.867;21,00%;-1.932.948;29529071;20.026.744;8,80%;4;16;95;1055,1;1600
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;nov;292.251.882;91781703;93554175;106.916.004;36,60%;44.922.599;36792220;25.201.184;8,60%;4;15;87;1381,05;1500
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2022;dic;295.006.230;110860387;108067278;76.078.565;25,80%;23.061.068;45895819;7.121.679;2,40%;4;14;131;1229,6;1400
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;ene;195.175.803;57561736;96456101;41.157.966;21,10%;24.983.667;26672430;-10.498.131;-5,40%;4;15;60;1073,4;1500
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;feb;240.407.387;66800101;97812984;75.794.302;31,50%;21.250.050;33247903;21.296.349;8,90%;4;16;101;1259,75;1600
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;mar;291.942.027;80376280;118901646;92.664.101;31,70%;93.044.253;36038298;-36.418.450;-12,50%;4;16;92;1428,6;1600
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;abr;262.052.921;92691084;123755151;45.606.686;17,40%;34.041.575;32964971;-21.399.860;-8,20%;4;18;120;1241,34;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;may;298.098.230;81472921;127160773;89.464.537;30,00%;80.383.887;38323385;-29.242.735;-9,80%;4;18;125;1477,71;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;jun;302.539.306;76611375;142770006;83.157.925;27,50%;47.284.028;34733469;1.140.427;0,40%;4;18;83;1424,24;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;jul;261.780.332;63602682;143323831;54.853.818;21,00%;35.652.119;37056131;-17.854.432;-6,80%;4;19;98;1416,8;1900
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;ago;300.741.936;72299592;123086051;105.356.293;35,00%;115.641.808;29396970;-39.682.485;-13,20%;4;19;104;1489,6;1900
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;sep;302.690.905;89138200;103660248;109.892.458;36,30%;44.494.940;21075270;44.322.249;14,60%;4;19;128;1425,75;1900
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;oct;276.786.498;79124043;117075923;80.586.533;29,10%;62.296.915;36390665;-18.101.047;-6,50%;4;19;86;1480,8;1900
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;nov;270.305.460;75709336;125672186;68.923.938;25,50%;16.217.649;39704189;13.002.100;4,80%;4;19;96;1401,71;1900
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2023;dic;336.832.998;111607905;122634578;102.590.514;30,50%;36.274.180;30228203;36.088.132;10,70%;4;18;140;1415,6;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;ene;237.996.418;48982642;115830371;73.183.406;30,70%;55.342.854;30592546;-12.751.994;-5,40%;4;18;85;1441,8;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;feb;271.212.081;63570442;141501078;66.140.561;24,40%;60.536.623;35896315;-30.292.377;-11,20%;4;19;146;1351,75;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;mar;330.180.334;89827099;137646202;102.707.033;31,10%;81.072.949;45643376;-24.009.292;-7,30%;4;18;129;1446,19;1700
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;abr;322.784.079;75077996;183265805;64.440.278;20,00%;68.957.680;32527746;-37.045.149;-11,50%;4;18;117;1745,75;1700
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;may;359.513.744;88350825;148816585;122.346.335;34,00%;61.795.719;38993806;21.556.810;6,00%;4;19;136;1814,18;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;jun;335.930.180;90687697;135502998;109.739.486;32,70%;78.903.115;33728484;-2.892.113;-0,90%;5;19;132;1574,7;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;jul;250.872.583;57955585;168509760;24.407.238;9,70%;78.177.688;51112179;-104.882.630;-41,80%;5;19;119;1243,27;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;ago;262.681.660;60124296;130516901;72.040.463;27,40%;54.998.050;40896285;-23.853.872;-9,10%;5;19;90;1309,8;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;sep;333.015.101;77457546;159323613;96.233.942;28,90%;72.828.340;40429076;-17.023.473;-5,10%;5;20;148;1689,2;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;oct;302.965.202;68079892;138002133;96.883.177;32,00%;84.361.090;32993614;-20.471.528;-6,80%;5;20;123;1577,45;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;nov;340.515.583;78249785;171055188;91.210.610;26,80%;46.543.384;38037433;6.629.793;1,90%;5;20;100;1823,45;1800
Zona Bogotá;Bogotá Maquinaria;Servicio especial;2024;dic;385.825.513;101895692;163126421;120.803.401;31,30%;208.644.812;45697232;-133.538.644;-34,60%;5;19;154;1850,7;1800
Zona Bogotá;Bogotá Morato;Servicio;2021;ene;341.554.690;99693713;98785867;143.075.110;41,90%;65.572.590;79290202;-1.787.682;-0,50%;22;30;559;1882,73;4740
Zona Bogotá;Bogotá Morato;Servicio;2021;feb;521.560.025;126812920;121517612;273.229.493;52,40%;95.483.203;106834664;70.911.625;13,60%;22;29;1018;2860,32;4580
Zona Bogotá;Bogotá Morato;Servicio;2021;mar;577.331.375;158192004;131677996;287.461.375;49,80%;125.273.401;107726988;54.460.986;9,40%;22;29;1158;3030,7;4740
Zona Bogotá;Bogotá Morato;Servicio;2021;abr;421.143.957;118333842;121489378;181.320.737;43,10%;57.373.015;102088845;21.858.877;5,20%;22;28;700;2279,38;4540
Zona Bogotá;Bogotá Morato;Servicio;2021;may;463.790.188;124482578;107877876;231.429.733;49,90%;78.731.166;108258976;44.439.592;9,60%;22;26;855;2582,42;4290
Zona Bogotá;Bogotá Morato;Servicio;2021;jun;547.543.525;148454011;131147993;267.941.521;48,90%;86.057.422;103939037;77.945.062;14,20%;20;27;979;2948,21;4450
Zona Bogotá;Bogotá Morato;Servicio;2021;jul;630.881.524;159277308;138973325;332.630.891;52,70%;79.727.311;102046874;150.856.707;23,90%;20;28;1069;3332,44;4290
Zona Bogotá;Bogotá Morato;Servicio;2021;ago;584.900.991;167717510;130269173;286.914.307;49,10%;89.460.662;102911008;94.542.637;16,20%;19;31;1067;3171,21;4770
Zona Bogotá;Bogotá Morato;Servicio;2021;sep;678.751.938;162184169;156472166;360.095.603;53,10%;116.499.489;115705574;127.890.539;18,80%;20;31;1142;3793,54;4770
Zona Bogotá;Bogotá Morato;Servicio;2021;oct;669.719.749;167225346;149836970;352.657.434;52,70%;148.875.357;117744065;86.038.011;12,80%;22;32;1162;3640,18;4930
Zona Bogotá;Bogotá Morato;Servicio;2021;nov;657.753.833;163495181;145765182;348.493.469;53,00%;121.254.655;111438149;115.800.665;17,60%;22;31;1190;3632,43;4930
Zona Bogotá;Bogotá Morato;Servicio;2021;dic;824.815.840;237339707;150719704;436.756.429;53,00%;118.529.134;151616665;166.610.630;20,20%;22;31;1381;4272,4;4930
Zona Bogotá;Bogotá Morato;Servicio;2022;ene;596.555.229;140931608;142880107;312.743.515;52,40%;112.714.352;100047312;99.981.850;16,80%;21;31;1063;3192,6;5090
Zona Bogotá;Bogotá Morato;Servicio;2022;feb;649.206.849;182537128;148684850;317.984.871;49,00%;111.216.204;112036868;94.731.800;14,60%;21;31;1075;3574,96;5090
Zona Bogotá;Bogotá Morato;Servicio;2022;mar;692.082.895;174228951;161968008;355.885.936;51,40%;99.489.376;132143974;124.252.585;18,00%;22;31;1156;3672,68;5130
Zona Bogotá;Bogotá Morato;Servicio;2022;abr;711.318.785;184282047;153054111;373.982.628;52,60%;84.633.745;130539070;158.809.812;22,30%;21;30;1113;3690,43;4810
Zona Bogotá;Bogotá Morato;Servicio;2022;may;718.997.032;193435884;162354341;363.206.806;50,50%;93.017.276;134678918;135.510.612;18,80%;21;28;1058;3577,33;4490
Zona Bogotá;Bogotá Morato;Servicio;2022;jun;675.457.536;188820234;169799361;316.837.941;46,90%;136.112.407;125121918;55.603.616;8,20%;21;29;987;3336,42;4490
Zona Bogotá;Bogotá Morato;Servicio;2022;jul;725.712.663;205306646;190986867;329.419.151;45,40%;149.899.729;130288569;49.230.853;6,80%;21;34;1188;3460,79;5330
Zona Bogotá;Bogotá Morato;Servicio;2022;ago;715.092.476;192221445;169337551;353.533.479;49,40%;107.886.516;119070062;126.576.902;17,70%;21;34;1067;3474,17;5330
Zona Bogotá;Bogotá Morato;Servicio;2022;sep;716.852.354;190277034;164814846;361.760.474;50,50%;103.270.221;138017512;120.472.741;16,80%;20;32;990;3685,07;5010
Zona Bogotá;Bogotá Morato;Servicio;2022;oct;623.214.337;167777903;156523360;298.913.075;48,00%;88.614.572;128205130;82.093.372;13,20%;20;32;913;3035,41;5170
Zona Bogotá;Bogotá Morato;Servicio;2022;nov;672.212.665;185152936;151920910;335.138.818;49,90%;107.181.511;122333419;105.623.888;15,70%;24;31;982;3303,23;5170
Zona Bogotá;Bogotá Morato;Servicio;2022;dic;833.482.290;275904811;179625093;377.952.386;45,30%;148.034.512;149578307;80.339.567;9,60%;23;34;1316;4002,25;5330
Zona Bogotá;Bogotá Morato;Servicio;2023;ene;674.284.874;165926312;174553267;333.805.295;49,50%;147.230.998;115528369;71.045.928;10,50%;24;35;965;3352,93;5490
Zona Bogotá;Bogotá Morato;Servicio;2023;feb;715.808.010;200725058;172350434;342.732.519;47,90%;112.274.610;124774823;105.683.086;14,80%;23;37;911;3349,02;5850
Zona Bogotá;Bogotá Morato;Servicio;2023;mar;815.733.977;240650011;216786929;358.297.036;43,90%;54.561.410;142389768;161.345.858;19,80%;22;36;973;3570,15;5690
Zona Bogotá;Bogotá Morato;Servicio;2023;abr;709.015.076;154962598;173229585;380.822.892;53,70%;138.724.816;129349675;112.748.401;15,90%;21;36;876;3155,74;5690
Zona Bogotá;Bogotá Morato;Servicio;2023;may;747.204.406;232167833;199684412;315.352.161;42,20%;105.265.558;139566008;70.520.595;9,40%;23;36;918;3255;5690
Zona Bogotá;Bogotá Morato;Servicio;2023;jun;729.567.760;193266711;203392202;332.908.846;45,60%;128.413.156;138492630;66.003.060;9,00%;24;35;972;3306,77;5690
Zona Bogotá;Bogotá Morato;Servicio;2023;jul;713.743.944;176921481;196498179;340.324.284;47,70%;97.776.196;150568623;91.979.465;12,90%;25;35;931;3265,34;5850
Zona Bogotá;Bogotá Morato;Servicio;2023;ago;767.593.740;220450411;190757921;356.385.408;46,40%;110.849.906;146307272;99.228.230;12,90%;25;35;926;3301,5;5850
Zona Bogotá;Bogotá Morato;Servicio;2023;sep;700.966.557;193261870;149231033;358.473.654;51,10%;92.027.971;106276479;160.169.204;22,80%;24;34;886;3268,35;5690
Zona Bogotá;Bogotá Morato;Servicio;2023;oct;665.272.171;193633868;181097574;290.540.730;43,70%;148.009.811;141297395;1.233.523;0,20%;24;32;801;2812,73;5370
Zona Bogotá;Bogotá Morato;Servicio;2023;nov;651.871.498;176723519;171215932;303.932.047;46,60%;190.362.963;157638848;-44.069.763;-6,80%;23;32;862;2769,15;5370
Zona Bogotá;Bogotá Morato;Servicio;2023;dic;812.228.062;212094837;163493355;436.639.871;53,80%;129.376.102;137319952;169.943.817;20,90%;22;31;1025;2984,78;5210
Zona Bogotá;Bogotá Morato;Servicio;2024;ene;673.418.815;181075749;134531641;357.811.424;53,10%;141.482.466;123300934;93.028.024;13,80%;22;32;847;2549,13;5370
Zona Bogotá;Bogotá Morato;Servicio;2024;feb;637.666.471;189632604;102853368;345.180.499;54,10%;109.501.784;137427714;98.251.000;15,40%;21;23;793;2518,27;3770
Zona Bogotá;Bogotá Morato;Servicio;2024;mar;637.137.099;182529874;137290888;317.316.338;49,80%;89.653.151;130251202;97.411.985;15,30%;22;23;785;2445,49;3770
Zona Bogotá;Bogotá Morato;Servicio;2024;abr;661.344.584;196365349;97230024;367.749.210;55,60%;125.722.546;160088431;81.938.233;12,40%;22;22;830;2500,79;3610
Zona Bogotá;Bogotá Morato;Servicio;2024;may;742.888.533;220598742;141144679;381.145.112;51,30%;110.571.436;130291526;140.282.150;18,90%;21;23;833;2904,07;3770
Zona Bogotá;Bogotá Morato;Servicio;2024;jun;626.199.100;169547044;126856583;329.795.473;52,70%;115.096.019;138936093;75.763.361;12,10%;21;23;794;2364,08;3770
Zona Bogotá;Bogotá Morato;Servicio;2024;jul;606.307.051;186128095;114736172;305.442.783;50,40%;96.426.659;157638052;51.378.071;8,50%;20;23;767;2324,37;3770
Zona Bogotá;Bogotá Morato;Servicio;2024;ago;629.574.622;192441983;126410952;310.721.688;49,40%;117.409.025;159741761;33.570.901;5,30%;19;23;742;2394,82;3770
Zona Bogotá;Bogotá Morato;Servicio;2024;sep;659.701.403;187068304;108594456;364.038.643;55,20%;99.932.170;120706737;143.399.736;21,70%;18;20;756;2673,61;3040
Zona Bogotá;Bogotá Morato;Servicio;2024;oct;713.185.812;189472559;92109715;431.603.538;60,50%;121.300.098;85740398;224.563.042;31,50%;17;20;816;2918,11;3040
Zona Bogotá;Bogotá Morato;Servicio;2024;nov;635.519.167;174031447;87506139;373.981.582;58,80%;102.054.183;126564751;145.362.647;22,90%;18;22;806;2619,23;3200
Zona Bogotá;Bogotá Morato;Servicio;2024;dic;881.652.420;245409153;124257419;511.985.849;58,10%;116.903.839;127771526;267.310.484;30,30%;18;22;1016;3386,69;3200
Zona Bogotá;Bogotá Motor Show;Servicio;2021;ene;172.538.721;36445067;42150188;93.943.465;54,40%;59.991.079;45426122;-11.473.736;-6,60%;11;12;331;960,13;1760
