Zona;Sede;Línea de negocio;Año;Mes;Ingresos;Costo_mat_prima;Costo_M.Obra;Utilidad_Bruta;Mg_Bruto;Gastos_operativos;Gastos_personal;Ut_Operacional;Mg_Operacional;Empl_Admon;Empl_Operativo; Ordenes ; Hrs_Ejecutadas ; Capac_Hrs 
Zonas Secundarias;Tunja Taller;Servicio;2024;mar;209533393 ;49729319 ;67399026 ;92405047 ; 0,44 ;56692263 ;41168811 ;-5456027 ;-0,03 ;6;14;317;1473;1930
Zonas Secundarias;Tunja Taller;Servicio;2024;abr;276115801 ;51022677 ;96063688 ;129029436 ; 0,47 ;61509794 ;30968911 ;36550730 ; 0,13 ;6;13;361;2081;1930
Zonas Secundarias;Tunja Taller;Servicio;2024;may;226389482 ;52601983 ;69497852 ;104289647 ; 0,46 ;68716288 ;44988314 ;-9414955 ;-0,04 ;6;13;350;1479;1930
Zonas Secundarias;Tunja Taller;Servicio;2024;jun;212340699 ;39861492 ;77220084 ;95259122 ; 0,45 ;52004414 ;43587987 ;-333279 ;-0,00 ;5;14;301;1511;1930
Zonas Secundarias;Tunja Taller;Servicio;2024;jul;257796596 ;47885547 ;84196474 ;125714574 ; 0,49 ;52504098 ;31651393 ;41559084 ; 0,16 ;5;14;362;1879;1930
Zonas Secundarias;Tunja Taller;Servicio;2024;ago;260035870 ;45579447 ;97883801 ;116572622 ; 0,45 ;52167570 ;36282711 ;28122341 ; 0,11 ;5;13;361;1902;1770
Zonas Secundarias;Tunja Taller;Servicio;2024;sep;246248987 ;41273502 ;86449567 ;118525918 ; 0,48 ;56786026 ;35713837 ;26026055 ; 0,11 ;5;14;325;1866;1770
Zonas Secundarias;Tunja Taller;Servicio;2024;oct;226599905 ;44086783 ;55826886 ;126686236 ; 0,56 ;82472291 ;21975516 ;22238429 ; 0,10 ;5;14;344;1518;1770
Zonas Secundarias;Tunja Taller;Servicio;2024;nov;255051617 ;45335157 ;107872962 ;101843498 ; 0,40 ;59751243 ;34311510 ;7780745 ; 0,03 ;5;14;341;1893;1770
Zonas Secundarias;Tunja Taller;Servicio;2024;dic;270570356 ;49144320 ;67479654 ;153946381 ; 0,57 ;108871902 ;39106465 ;5968014 ; 0,02 ;5;13;428;1542;1770
Zonas Secundarias;Villavicencio TASA;Servicio;2021;ene;195920485 ;37773890 ;56078263 ;102068331 ; 0,52 ;56223012 ;29772863 ;16072457 ; 0,08 ;7;13;459;1362;2090
Zonas Secundarias;Villavicencio TASA;Servicio;2021;feb;253402196 ;41710375 ;63271693 ;148420127 ; 0,59 ;56062927 ;32478138 ;59879062 ; 0,24 ;7;15;480;2004;2090
Zonas Secundarias;Villavicencio TASA;Servicio;2021;mar;244100763 ;42184481 ;56029766 ;145886517 ; 0,60 ;68848078 ;38894700 ;38143738 ; 0,16 ;7;14;513;1801;1930
Zonas Secundarias;Villavicencio TASA;Servicio;2021;abr;207029616 ;36861696 ;51528841 ;118639078 ; 0,57 ;55488221 ;31275929 ;31874928 ; 0,15 ;7;14;446;1590;2090
Zonas Secundarias;Villavicencio TASA;Servicio;2021;may;200416487 ;35225494 ;59374551 ;105816441 ; 0,53 ;61884944 ;38577371 ;5354126 ; 0,03 ;7;13;392;1660;1930
Zonas Secundarias;Villavicencio TASA;Servicio;2021;jun;217953533 ;35796747 ;64007071 ;118149715 ; 0,54 ;17344614 ;38323670 ;62481431 ; 0,29 ;7;14;440;1826;2090
Zonas Secundarias;Villavicencio TASA;Servicio;2021;jul;273508914 ;46609992 ;68019941 ;158878980 ; 0,58 ;63422495 ;41712336 ;53744149 ; 0,20 ;8;14;559;2122;2090
Zonas Secundarias;Villavicencio TASA;Servicio;2021;ago;272995252 ;44198321 ;66807811 ;161989121 ; 0,59 ;52583889 ;44479050 ;64926182 ; 0,24 ;8;14;529;2377;2090
Zonas Secundarias;Villavicencio TASA;Servicio;2021;sep;289427115 ;46369632 ;77119597 ;165937885 ; 0,57 ;83713721 ;44724154 ;37500011 ; 0,13 ;8;15;539;2356;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2021;oct;288050064 ;45714004 ;77535982 ;164800078 ; 0,57 ;62939558 ;43870037 ;57990483 ; 0,20 ;8;16;580;2307;2570
Zonas Secundarias;Villavicencio TASA;Servicio;2021;nov;253220163 ;46834460 ;65471284 ;140914420 ; 0,56 ;80890869 ;45292932 ;14730619 ; 0,06 ;8;17;514;1870;2570
Zonas Secundarias;Villavicencio TASA;Servicio;2021;dic;275562036 ;57325791 ;67179717 ;151056527 ; 0,55 ;73169986 ;47269660 ;30616881 ; 0,11 ;7;18;501;2049;2570
Zonas Secundarias;Villavicencio TASA;Servicio;2022;ene;277713563 ;43670628 ;70069149 ;163973787 ; 0,59 ;73201578 ;32957974 ;57814234 ; 0,21 ;7;17;499;2126;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2022;feb;263516096 ;49561407 ;71836338 ;142118350 ; 0,54 ;77741746 ;39937655 ;24438950 ; 0,09 ;6;17;532;1954;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2022;mar;327811600 ;60054604 ;85594338 ;182162658 ; 0,56 ;64681972 ;46649470 ;70831216 ; 0,22 ;7;19;546;2387;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2022;abr;268756228 ;45138533 ;73212028 ;150405667 ; 0,56 ;58070370 ;39445992 ;52889304 ; 0,20 ;7;19;483;1906;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2022;may;286482685 ;56670312 ;84758617 ;145053756 ; 0,51 ;91824690 ;47192256 ;6036810 ; 0,02 ;7;20;472;1970;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2022;jun;349940112 ;65304137 ;87154757 ;197481218 ; 0,56 ;65408047 ;51473383 ;80599788 ; 0,23 ;7;20;589;2443;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2022;jul;313032040 ;55841624 ;73521420 ;183668996 ; 0,59 ;68535931 ;40833371 ;74299695 ; 0,24 ;7;18;534;2137;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2022;ago;300883396 ;51111268 ;77941636 ;171830492 ; 0,57 ;59160900 ;45219144 ;67450448 ; 0,22 ;9;18;530;1977;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2022;sep;361103003 ;58314748 ;82419125 ;220369130 ; 0,61 ;60222218 ;50966588 ;109180324 ; 0,30 ;9;17;582;2486;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2022;oct;301410155 ;48076151 ;82844312 ;170489692 ; 0,57 ;136207209 ;52195919 ;-17913436 ;-0,06 ;9;17;485;2207;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2022;nov;327394748 ;66505841 ;75525734 ;185363173 ; 0,57 ;85952175 ;52789781 ;46621218 ; 0,14 ;11;16;515;2186;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2022;dic;337320378 ;62197950 ;83643771 ;191478658 ; 0,57 ;79948358 ;58178207 ;53352093 ; 0,16 ;8;18;543;2283;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2023;ene;337773127 ;63873727 ;93963652 ;179935748 ; 0,53 ;77680960 ;43141648 ;59113140 ; 0,18 ;8;19;532;2039;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2023;feb;331075942 ;55024657 ;79239131 ;196812154 ; 0,59 ;79264028 ;49888995 ;67659130 ; 0,20 ;8;19;506;2528;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2023;mar;385295814 ;72637590 ;103257526 ;209400698 ; 0,54 ;91786449 ;55385768 ;62228481 ; 0,16 ;9;19;570;2486;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2023;abr;344868662 ;76004983 ;95809182 ;173054497 ; 0,50 ;68757700 ;57922743 ;46374054 ; 0,13 ;10;19;506;2051;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2023;may;405311100 ;92835146 ;95520750 ;216955204 ; 0,54 ;60553215 ;56215496 ;100186494 ; 0,25 ;9;17;575;2688;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2023;jun;378526188 ;81365601 ;106846775 ;190313812 ; 0,50 ;100492557 ;48911688 ;40909568 ; 0,11 ;8;19;599;2334;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2023;jul;377914408 ;79760694 ;105490918 ;192662795 ; 0,51 ;55289818 ;52627866 ;84745111 ; 0,22 ;9;19;516;2410;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2023;ago;397071137 ;92442485 ;98650997 ;205977655 ; 0,52 ;128634828 ;57797392 ;19545435 ; 0,05 ;9;19;511;2445;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2023;sep;363568195 ;72337372 ;82662488 ;208568336 ; 0,57 ;72474073 ;37467121 ;98627143 ; 0,27 ;7;19;522;2353;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2023;oct;358873289 ;70884018 ;80848286 ;207140986 ; 0,58 ;68315060 ;67115183 ;71710742 ; 0,20 ;8;16;477;2181;2090
Zonas Secundarias;Villavicencio TASA;Servicio;2023;nov;353831310 ;60022991 ;91508754 ;202299566 ; 0,57 ;66990628 ;65712648 ;69596290 ; 0,20 ;8;15;496;2623;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2023;dic;358404591 ;64102080 ;86314493 ;207988017 ; 0,58 ;72253705 ;52095157 ;83639155 ; 0,23 ;8;15;553;2204;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2024;ene;344455896 ;73555879 ;98985742 ;171914275 ; 0,50 ;90133402 ;50594150 ;31186722 ; 0,09 ;8;15;501;2131;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2024;feb;390988198 ;75928492 ;88396558 ;226663148 ; 0,58 ;81372159 ;68324350 ;76966640 ; 0,20 ;8;16;503;2716;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2024;mar;349629927 ;82887591 ;104604781 ;162137556 ; 0,46 ;84878101 ;55903137 ;21356319 ; 0,06 ;8;16;454;2095;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2024;abr;403555689 ;87562253 ;82996922 ;232996515 ; 0,58 ;83097716 ;65891526 ;84007272 ; 0,21 ;8;16;523;2387;1890
Zonas Secundarias;Villavicencio TASA;Servicio;2024;may;381283967 ;82648778 ;99434599 ;199200590 ; 0,52 ;72869441 ;56423038 ;69908111 ; 0,18 ;8;17;527;2065;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2024;jun;367269471 ;79519269 ;109185946 ;178564257 ; 0,49 ;67662600 ;52317612 ;58584044 ; 0,16 ;9;17;473;2015;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2024;jul;416368351 ;92287819 ;88105895 ;235974637 ; 0,57 ;87085426 ;83803686 ;65085525 ; 0,16 ;9;17;590;2302;2250
Zonas Secundarias;Villavicencio TASA;Servicio;2024;ago;347931598 ;80436011 ;95379261 ;172116325 ; 0,49 ;103067166 ;60842430 ;8206730 ; 0,02 ;9;19;565;2065;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2024;sep;359267426 ;71556783 ;105463149 ;182247494 ; 0,51 ;73400005 ;69231828 ;39615661 ; 0,11 ;9;19;485;2065;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2024;oct;387958808 ;70979259 ;108202495 ;208777054 ; 0,54 ;86613409 ;53063555 ;69100090 ; 0,18 ;9;17;524;2459;2410
Zonas Secundarias;Villavicencio TASA;Servicio;2024;nov;398285769 ;79452737 ;106460063 ;212372969 ; 0,53 ;103157104 ;57240153 ;51975711 ; 0,13 ;9;19;460;2305;2770
Zonas Secundarias;Villavicencio TASA;Servicio;2024;dic;408314881 ;73520963 ;111649780 ;223144139 ; 0,55 ;131335222 ;79070705 ;12738212 ; 0,03 ;9;18;541;2107;2610
Zonas Secundarias;Yopal;Servicio;2021;ene;67145975 ;22032247 ;21960316 ;23153412 ; 0,34 ;25280342 ;12105261 ;-14232191 ;-0,21 ;3;7;169;454;840
Zonas Secundarias;Yopal;Servicio;2021;feb;101261339 ;20223227 ;46333212 ;34704900 ; 0,34 ;37007107 ;13361712 ;-15663918 ;-0,15 ;3;7;201;909;840
Zonas Secundarias;Yopal;Servicio;2021;mar;138547889 ;35797274 ;24210151 ;78540464 ; 0,57 ;21174713 ;16716226 ;40649525 ; 0,29 ;4;6;222;987;840
Zonas Secundarias;Yopal;Servicio;2021;abr;92967039 ;25558974 ;22800870 ;44607195 ; 0,48 ;31335074 ;16330564 ;-3058443 ;-0,03 ;4;7;206;717;680
Zonas Secundarias;Yopal;Servicio;2021;may;87744496 ;25121399 ;25645951 ;36977146 ; 0,42 ;25586200 ;17919255 ;-6528309 ;-0,07 ;5;7;152;780;680
Zonas Secundarias;Yopal;Servicio;2021;jun;72209873 ;19332377 ;23744624 ;29132871 ; 0,40 ;33491800 ;17458424 ;-21817353 ;-0,30 ;5;7;186;579;680
Zonas Secundarias;Yopal;Servicio;2021;jul;105365872 ;24887727 ;24627924 ;55850221 ; 0,53 ;31474868 ;20282276 ;4093077 ; 0,04 ;5;7;245;771;680
Zonas Secundarias;Yopal;Servicio;2021;ago;99385733 ;23935619 ;27982361 ;47467753 ; 0,48 ;33602443 ;21715768 ;-7850458 ;-0,08 ;5;7;211;911;680
Zonas Secundarias;Yopal;Servicio;2021;sep;110708898 ;23764267 ;31756161 ;55188471 ; 0,50 ;39491427 ;20391565 ;-4694521 ;-0,04 ;5;8;235;959;840
Zonas Secundarias;Yopal;Servicio;2021;oct;117825765 ;27501013 ;28949938 ;61374814 ; 0,52 ;36175640 ;21187863 ;4011311 ; 0,03 ;5;6;232;881;840
Zonas Secundarias;Yopal;Servicio;2021;nov;111974613 ;23440640 ;28846012 ;59687962 ; 0,53 ;29693973 ;22454461 ;7539528 ; 0,07 ;5;7;198;926;840
Zonas Secundarias;Yopal;Servicio;2021;dic;91762836 ;24639137 ;23316702 ;43806997 ; 0,48 ;38696379 ;18895046 ;-13784427 ;-0,15 ;5;7;213;647;840
Zonas Secundarias;Yopal;Servicio;2022;ene;90640122 ;20915246 ;26122185 ;43602691 ; 0,48 ;41616401 ;16849563 ;-14863273 ;-0,16 ;5;6;190;755;680
Zonas Secundarias;Yopal;Servicio;2022;feb;116371953 ;24954928 ;24626072 ;66790954 ; 0,57 ;55079158 ;25471550 ;-13759754 ;-0,12 ;6;6;205;913;680
Zonas Secundarias;Yopal;Servicio;2022;mar;119733320 ;27807016 ;29899080 ;62027224 ; 0,52 ;29729884 ;27807917 ;4489424 ; 0,04 ;6;7;232;946;840
Zonas Secundarias;Yopal;Servicio;2022;abr;99273145 ;26882049 ;30491238 ;41899859 ; 0,42 ;62904728 ;27867246 ;-48872115 ;-0,49 ;6;7;225;679;840
Zonas Secundarias;Yopal;Servicio;2022;may;125310748 ;25670372 ;29123103 ;70517273 ; 0,56 ;49423099 ;33401003 ;-12306829 ;-0,10 ;6;6;222;943;840
Zonas Secundarias;Yopal;Servicio;2022;jun;123519391 ;30413103 ;21881751 ;71224537 ; 0,58 ;38835505 ;26420538 ;5968493 ; 0,05 ;6;6;236;714;840
Zonas Secundarias;Yopal;Servicio;2022;jul;129038469 ;26753911 ;31279783 ;71004775 ; 0,55 ;15029900 ;25792391 ;30182484 ; 0,23 ;5;7;241;921;1000
Zonas Secundarias;Yopal;Servicio;2022;ago;143849933 ;29371990 ;30618000 ;83859943 ; 0,58 ;24743524 ;25439913 ;33676506 ; 0,23 ;6;7;229;948;1000
Zonas Secundarias;Yopal;Servicio;2022;sep;139768344 ;29959674 ;30046949 ;79761721 ; 0,57 ;41417934 ;27866769 ;10477019 ; 0,07 ;6;7;246;993;1000
Zonas Secundarias;Yopal;Servicio;2022;oct;129156333 ;31364311 ;25440017 ;72352006 ; 0,56 ;33157811 ;30331035 ;8863160 ; 0,07 ;6;7;217;935;1000
Zonas Secundarias;Yopal;Servicio;2022;nov;108253374 ;25982538 ;28977666 ;53293170 ; 0,49 ;27222564 ;32158066 ;-6087460 ;-0,06 ;6;8;207;880;1160
Zonas Secundarias;Yopal;Servicio;2022;dic;120433001 ;16516032 ;34121874 ;69795095 ; 0,58 ;19625972 ;19939954 ;30229169 ; 0,25 ;6;8;229;956;1160
Zonas Secundarias;Yopal;Servicio;2023;ene;125734596 ;23213953 ;36198873 ;66321770 ; 0,53 ;33358990 ;24134772 ;8828008 ; 0,07 ;6;7;204;855;1000
Zonas Secundarias;Yopal;Servicio;2023;feb;103206540 ;24382883 ;24030420 ;54793237 ; 0,53 ;45448365 ;23282618 ;-13937746 ;-0,14 ;5;6;180;746;840
Zonas Secundarias;Yopal;Servicio;2023;mar;130531204 ;31922267 ;29724277 ;68884661 ; 0,53 ;28092939 ;24083528 ;16708193 ; 0,13 ;5;7;208;767;840
Zonas Secundarias;Yopal;Servicio;2023;abr;118568128 ;25345437 ;35375327 ;57847364 ; 0,49 ;37389704 ;27537081 ;-7079421 ;-0,06 ;6;7;189;829;840
Zonas Secundarias;Yopal;Servicio;2023;may;152945475 ;46881683 ;30482817 ;75580975 ; 0,49 ;27686010 ;76072320 ;-28177354 ;-0,18 ;5;7;224;1021;840
Zonas Secundarias;Yopal;Servicio;2023;jun;149253759 ;36150981 ;36938579 ;76164199 ; 0,51 ;36696488 ;30818814 ;8648897 ; 0,06 ;6;8;223;1010;1000
Zonas Secundarias;Yopal;Servicio;2023;jul;165033170 ;34927459 ;38625453 ;91480257 ; 0,55 ;45271594 ;32394033 ;13814630 ; 0,08 ;6;8;214;1018;1000
Zonas Secundarias;Yopal;Servicio;2023;ago;111307167 ;26461620 ;29352265 ;55493282 ; 0,50 ;42409267 ;26674869 ;-13590854 ;-0,12 ;5;7;182;774;840
Zonas Secundarias;Yopal;Servicio;2023;sep;119101341 ;29420472 ;24664414 ;65016455 ; 0,55 ;40216538 ;24515347 ;284570 ; 0,00 ;5;6;191;930;840
Zonas Secundarias;Yopal;Servicio;2023;oct;141684550 ;32453962 ;33687977 ;75542610 ; 0,53 ;30583311 ;23724463 ;21234836 ; 0,15 ;5;6;205;1055;840
Zonas Secundarias;Yopal;Servicio;2023;nov;139084654 ;30793068 ;39661921 ;68629665 ; 0,49 ;40595921 ;7415227 ;20618516 ; 0,15 ;5;7;184;1038;840
Zonas Secundarias;Yopal;Servicio;2023;dic;110089961 ;15795929 ;22549963 ;71744068 ; 0,65 ;26200938 ;23068045 ;22475085 ; 0,20 ;4;7;178;647;840
Zonas Secundarias;Yopal;Servicio;2024;ene;128360942 ;29737373 ;41388053 ;57235516 ; 0,45 ;30936108 ;26899375 ;-599966 ;-0,00 ;4;7;199;817;840
Zonas Secundarias;Yopal;Servicio;2024;feb;146629009 ;29166902 ;35840658 ;81621448 ; 0,56 ;37809761 ;17137614 ;26674074 ; 0,18 ;4;8;188;1055;1000
Zonas Secundarias;Yopal;Servicio;2024;mar;133165743 ;34188537 ;37680972 ;61296234 ; 0,46 ;31820900 ;27829285 ;1646049 ; 0,01 ;5;8;199;743;1000
Zonas Secundarias;Yopal;Servicio;2024;abr;160638300 ;34220444 ;37147951 ;89269905 ; 0,56 ;43075580 ;27018087 ;19176238 ; 0,12 ;5;7;196;934;840
Zonas Secundarias;Yopal;Servicio;2024;may;154209777 ;39328668 ;29735902 ;85145207 ; 0,55 ;39560148 ;28400090 ;17184969 ; 0,11 ;6;6;223;839;840
Zonas Secundarias;Yopal;Servicio;2024;jun;156926453 ;44316199 ;34732764 ;77877490 ; 0,50 ;31566008 ;41432622 ;4878859 ; 0,03 ;5;7;165;797;1000
Zonas Secundarias;Yopal;Servicio;2024;jul;161660654 ;35044611 ;37946449 ;88669594 ; 0,55 ;39621516 ;19952210 ;29095868 ; 0,18 ;6;7;215;1069;1000
Zonas Secundarias;Yopal;Servicio;2024;ago;151068748 ;39598954 ;33766339 ;77703456 ; 0,51 ;34616635 ;25709290 ;17377530 ; 0,12 ;6;6;238;745;1000
Zonas Secundarias;Yopal;Servicio;2024;sep;150964197 ;39281636 ;36595061 ;75087499 ; 0,50 ;30677273 ;30256945 ;14153281 ; 0,09 ;6;6;191;964;800
Zonas Secundarias;Yopal;Servicio;2024;oct;168150806 ;39525654 ;26803244 ;101821908 ; 0,61 ;31139811 ;20207226 ;50474872 ; 0,30 ;6;7;214;927;1000
Zonas Secundarias;Yopal;Servicio;2024;nov;167793290 ;35144585 ;34187357 ;98461348 ; 0,59 ;40971403 ;29215778 ;28274167 ; 0,17 ;5;7;216;981;1000
Zonas Secundarias;Yopal;Servicio;2024;dic;193115273 ;28624408 ;43363631 ;121127233 ; 0,63 ;31739018 ;31910373 ;57477841 ; 0,30 ;5;6;236;994;1000
Zona Antioquia;Carro Taller Medellín;Servicio;2021;ene;12311959 ;404807 ;4055386 ;7851766 ; 0,64 ;1968589 ;0 ;5883177 ; 0,48 ;0;1;42;80;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;feb;10769875 ;709649 ;4031971 ;6028255 ; 0,56 ;1277647 ;0 ;4750608 ; 0,44 ;0;1;43;69;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;mar;15071932 ;1185723 ;5293380 ;8592829 ; 0,57 ;1136876 ;16527 ;7439426 ; 0,49 ;0;1;59;92;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;abr;16666304 ;2035051 ;4682280 ;9948973 ; 0,60 ;3390213 ;14547 ;6544214 ; 0,39 ;0;1;50;95;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;may;13393463 ;1193127 ;4580848 ;7619488 ; 0,57 ;2004361 ;0 ;5615127 ; 0,42 ;0;1;45;81;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;jun;12516566 ;1333857 ;3929380 ;7253329 ; 0,58 ;1435284 ;0 ;5818045 ; 0,46 ;0;1;47;79;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;jul;15227022 ;1663644 ;4761205 ;8802174 ; 0,58 ;3860518 ;0 ;4941656 ; 0,32 ;0;1;56;74;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;ago;19477227 ;1544975 ;4751790 ;13180462 ; 0,68 ;1609724 ;0 ;11570738 ; 0,59 ;0;1;67;116;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;sep;14144471 ;919129 ;5297595 ;7927747 ; 0,56 ;1919389 ;0 ;6008358 ; 0,42 ;0;1;47;88;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;oct;15592285 ;783458 ;3040989 ;11767838 ; 0,75 ;2200629 ;0 ;9567209 ; 0,61 ;0;1;53;97;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;nov;16759595 ;455304 ;6554482 ;9749809 ; 0,58 ;2426236 ;0 ;7323574 ; 0,44 ;0;1;54;104;160
Zona Antioquia;Carro Taller Medellín;Servicio;2021;dic;17555166 ;909454 ;5855777 ;10789935 ; 0,61 ;2661969 ;0 ;8127966 ; 0,46 ;0;1;63;107;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;ene;12957471 ;579080 ;3092723 ;9285667 ; 0,72 ;2554851 ;0 ;6730817 ; 0,52 ;0;1;40;78;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;feb;14011438 ;815927 ;4308053 ;8887457 ; 0,63 ;705197 ;0 ;8182261 ; 0,58 ;0;1;45;86;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;mar;17885830 ;903198 ;6023796 ;10958837 ; 0,61 ;2012930 ;0 ;8945907 ; 0,50 ;0;1;68;108;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;abr;14446242 ;1960434 ;4517603 ;7968205 ; 0,55 ;1527330 ;0 ;6440875 ; 0,45 ;0;1;44;70;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;may;20711959 ;2683552 ;5484313 ;12544094 ; 0,61 ;5164614 ;0 ;7379480 ; 0,36 ;0;1;50;104;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;jun;16659984 ;278406 ;5184998 ;11196580 ; 0,67 ;166569 ;0 ;11030011 ; 0,66 ;0;1;61;100;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;jul;19662878 ;2183981 ;5659355 ;11819543 ; 0,60 ;853940 ;0 ;10965602 ; 0,56 ;0;1;56;98;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;ago;17709179 ;1576909 ;6320196 ;9812074 ; 0,55 ;2117992 ;338000 ;7356082 ; 0,42 ;0;1;62;95;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;sep;12016629 ;316982 ;5231025 ;6468623 ; 0,54 ;1696431 ;10993 ;4761199 ; 0,40 ;0;1;43;71;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;oct;16783801 ;394044 ;4408832 ;11980925 ; 0,71 ;1635847 ;0 ;10345079 ; 0,62 ;0;1;48;65;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;nov;14224926 ;747774 ;4593242 ;8883911 ; 0,62 ;301383 ;441 ;8582087 ; 0,60 ;0;1;52;79;160
Zona Antioquia;Carro Taller Medellín;Servicio;2022;dic;10792766 ;300672 ;10154513 ;337581 ; 0,03 ;2917376 ;57073 ;-2636868 ;-0,24 ;0;1;48;65;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;ene;15792673 ;1298781 ;4123404 ;10370488 ; 0,66 ;1931019 ;325000 ;8114469 ; 0,51 ;0;1;49;76;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;feb;7666710 ;249906 ;3978087 ;3438716 ; 0,45 ;184531 ;-325000 ;3579186 ; 0,47 ;0;1;30;41;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;mar;11488751 ;233661 ;6507206 ;4747885 ; 0,41 ;1808848 ;-16713 ;2955751 ; 0,26 ;0;1;35;62;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;abr;8070122 ;267189 ;2336910 ;5466023 ; 0,68 ;1907697 ;0 ;3558326 ; 0,44 ;0;1;31;43;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;may;17973571 ;2857455 ;8951537 ;6164579 ; 0,34 ;1994637 ;-5496 ;4175439 ; 0,23 ;0;1;52;88;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;jun;9277845 ;464880 ;5945934 ;2867031 ; 0,31 ;1525683 ;0 ;1341348 ; 0,14 ;0;1;30;48;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;jul;18936106 ;2507104 ;6517008 ;9911994 ; 0,52 ;486144 ;0 ;9425850 ; 0,50 ;0;1;44;90;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;ago;9752300 ;514648 ;5468546 ;3769106 ; 0,39 ;523998 ;338000 ;2907108 ; 0,30 ;0;1;33;53;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;sep;12676710 ;1574135 ;9027938 ;2074636 ; 0,16 ;1654093 ;0 ;420544 ; 0,03 ;0;1;36;59;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;oct;10971896 ;1437963 ;5956187 ;3577747 ; 0,33 ;2605353 ;0 ;972393 ; 0,09 ;0;1;27;50;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;nov;15056185 ;1346646 ;10341851 ;3367688 ; 0,22 ;854499 ;0 ;2513188 ; 0,17 ;0;1;38;77;160
Zona Antioquia;Carro Taller Medellín;Servicio;2023;dic;13858525 ;846993 ;4665925 ;8345608 ; 0,60 ;1324310 ;103870 ;6917428 ; 0,50 ;0;1;33;70;160
Zona Antioquia;Carro Taller Medellín;Servicio;2024;ene;11890346 ;281888 ;7115089 ;4493370 ; 0,38 ;196200 ;0 ;4297170 ; 0,36 ;0;1;32;60;160
Zona Antioquia;Carro Taller Medellín;Servicio;2024;feb;4476290 ;366649 ;5507471 ;-1397830 ;-0,31 ;1240119 ;0 ;-2637949 ;-0,59 ;0;1;12;21;160
