Zona;Sede;Año;Mes;Ingresos;Costos;Ut_Bruta;Ut_Operativa;Empl_Operativo;Hrs_Reales;Hrs_Posibles;Nivel_rentab
Zona Bogota;Bogota Morato;2024;jul;606307051;300864267;305442784;51398475;23;2324;3770;Baja
Zona Bogota;Bogota Morato;2024;ago;629574622;318852935;310721687;33617712;23;2395;3770;Baja
Zona Bogota;Bogota Morato;2024;sep;659701403;295662760;364038643;143423321;20;2674;3040;Baja
Zona Bogota;Bogota Morato;2024;oct;713185812;281582274;431603538;224587266;20;2918;3040;Media
Zona Bogota;Bogota Morato;2024;nov;635519167;261537586;373981581;145389018;22;2619;3200;Media
Zona Bogota;Bogota Morato;2024;dic;881652420;369666572;511985848;267341981;22;3387;3200;Media
Zona Bogota;Bogota Motor Show;2021;ene;172538721;78595255;93943466;-11452502;12;960;1600;Perdida
Zona Bogota;Bogota Motor Show;2021;feb;303628385;121767948;181860437;65397473;11;1578;1600;Baja
Zona Bogota;Bogota Motor Show;2021;mar;379805491;136789514;243015977;126731662;9;2002;1440;Media
Zona Bogota;Bogota Motor Show;2021;abr;208658665;82802032;125856633;3820918;9;1161;1440;Baja
Zona Bogota;Bogota Motor Show;2021;may;252661378;113448196;139213182;26281182;9;1370;1440;Baja
Zona Bogota;Bogota Motor Show;2021;jun;305615792;121056207;184559585;60903835;9;1661;1440;Baja
Zona Bogota;Bogota Motor Show;2021;jul;339808989;111796986;228012003;103563877;10;1834;1440;Media
Zona Bogota;Bogota Motor Show;2021;ago;338816418;143141521;195674897;73018565;10;1842;1440;Baja
Zona Bogota;Bogota Motor Show;2021;sep;359861863;137582086;222279777;97985502;10;1885;1440;Media
Zona Bogota;Bogota Motor Show;2021;oct;354221417;127163049;227058368;99577749;10;1849;1440;Media
Zona Bogota;Bogota Motor Show;2021;nov;353731135;135929940;217801195;87443593;11;1800;1600;Media
Zona Bogota;Bogota Motor Show;2021;dic;451509969;156697662;294812307;146437327;11;2347;1600;Media
Zona Bogota;Bogota Motor Show;2022;ene;383381909;148952560;234429349;119428361;11;1970;1600;Media
Zona Bogota;Bogota Motor Show;2022;feb;308036153;128115339;179920814;59096391;11;1549;1600;Baja
Zona Bogota;Bogota Motor Show;2022;mar;387897510;151610312;236287198;90703534;11;1941;1600;Media
Zona Bogota;Bogota Motor Show;2022;abr;346569068;145854323;200714745;62922871;11;1633;1600;Baja
Zona Bogota;Bogota Motor Show;2022;may;367735784;144837674;222898110;89680240;10;1760;1600;Media
Zona Bogota;Bogota Motor Show;2022;jun;363320775;147605515;215715260;81573417;10;1695;1600;Media
Zona Bogota;Bogota Motor Show;2022;jul;452579491;175368402;277211089;145064542;10;2002;1600;Media
Zona Bogota;Bogota Motor Show;2022;ago;407346082;145662035;261684047;142916145;10;1957;1600;Media
Zona Bogota;Bogota Motor Show;2022;sep;401275298;155136443;246138855;114611729;10;1879;1600;Media
Zona Bogota;Bogota Motor Show;2022;oct;392387281;152601377;239785904;108076907;10;1745;1600;Media
Zona Bogota;Bogota Motor Show;2022;nov;386934638;151840570;235094068;95903095;10;1795;1600;Media
Zona Bogota;Bogota Motor Show;2022;dic;501182300;188957646;312224654;131921441;11;2335;1600;Media
Zona Bogota;Bogota Motor Show;2023;ene;420017235;167641712;252375523;120582783;10;1810;1600;Media
Zona Bogota;Bogota Motor Show;2023;feb;392503742;150701431;241802311;114801362;10;1620;1600;Media
Zona Bogota;Bogota Motor Show;2023;mar;454329477;183466411;270863066;128126257;9;1901;1440;Media
Zona Bogota;Bogota Motor Show;2023;abr;359749423;142202573;217546850;70611377;8;1479;1280;Baja
Zona Bogota;Bogota Motor Show;2023;may;396309954;175907858;220402096;80419797;8;1577;1280;Baja
Zona Bogota;Bogota Motor Show;2023;jun;412408359;172173544;240234815;104872379;9;1612;1440;Media
Zona Bogota;Bogota Motor Show;2023;jul;429163397;152292612;276870785;120814870;9;1804;1440;Media
Zona Bogota;Bogota Motor Show;2023;ago;449909968;196137145;253772823;114010901;9;1703;1440;Media
Zona Bogota;Bogota Motor Show;2023;sep;429247138;168334945;260912193;145287646;9;1587;1440;Media
Zona Bogota;Bogota Motor Show;2023;oct;377814830;169299857;208514973;49355419;10;1425;1600;Baja
Zona Bogota;Bogota Motor Show;2023;nov;423977694;191578233;232399461;67948500;10;1580;1600;Baja
Zona Bogota;Bogota Motor Show;2023;dic;542632813;217223249;325409564;151204768;10;1804;1600;Media
Zona Bogota;Bogota Motor Show;2024;ene;446772372;174513870;272258502;119093479;10;1632;1600;Media
Zona Bogota;Bogota Motor Show;2024;feb;412806588;174069696;238736892;81508394;10;1423;1600;Baja
Zona Bogota;Bogota Motor Show;2024;mar;391452988;189955035;201497953;76222657;10;1428;1600;Baja
Zona Bogota;Bogota Motor Show;2024;abr;457240888;192732285;264508603;133761799;11;1468;1760;Media
Zona Bogota;Bogota Motor Show;2024;may;463482715;233064530;230418185;73787406;10;1521;1600;Baja
Zona Bogota;Bogota Motor Show;2024;jun;403935253;188598958;215336295;63644435;10;1325;1600;Baja
Zona Bogota;Bogota Motor Show;2024;jul;448647174;178970791;269676383;104201406;10;1484;1600;Media
Zona Bogota;Bogota Motor Show;2024;ago;479882244;196048242;283834002;116926153;10;1561;1600;Media
Zona Bogota;Bogota Motor Show;2024;sep;470781883;210059456;260722427;103083741;13;1462;2080;Baja
Zona Bogota;Bogota Motor Show;2024;oct;491147423;249970640;241176783;78527618;12;1590;1920;Baja
Zona Bogota;Bogota Motor Show;2024;nov;502890340;206297570;296592770;124036195;12;1731;1920;Media
Zona Bogota;Bogota Motor Show;2024;dic;625300750;251622767;373677983;191038746;12;1947;1920;Media
Zona Bogota;Bogota Toberin;2021;ene;4415873;16212190;-11796317;-48041297;4;23;460;Perdida
Zona Bogota;Bogota Toberin;2021;feb;35391792;25950957;9440835;-29491754;4;186;460;Perdida
Zona Bogota;Bogota Toberin;2021;mar;39498884;23514591;15984293;-23633519;3;230;460;Perdida
Zona Bogota;Bogota Toberin;2021;abr;27091995;22635120;4456875;-35160103;3;154;460;Perdida
Zona Bogota;Bogota Toberin;2021;may;34537887;22854877;11683010;-27257429;3;198;460;Perdida
Zona Bogota;Bogota Toberin;2021;jun;43837929;25845980;17991949;-18257040;3;261;460;Perdida
Zona Bogota;Bogota Toberin;2021;jul;40732832;25728187;15004645;-22013793;3;235;460;Perdida
Zona Bogota;Bogota Toberin;2021;ago;52152263;28611451;23540812;-13568342;3;300;460;Perdida
Zona Bogota;Bogota Toberin;2021;sep;47782610;26960703;20821907;-17690056;3;271;460;Perdida
Zona Bogota;Bogota Toberin;2021;oct;45415204;36718289;8696915;-29670184;3;247;460;Perdida
Zona Bogota;Bogota Toberin;2021;nov;49100337;37408182;11692155;-29403807;3;271;460;Perdida
Zona Bogota;Bogota Toberin;2021;dic;62165498;37323426;24842072;-17068316;3;345;460;Perdida
Zona Bogota;Bogota Toberin;2022;ene;51357125;32768300;18588825;-19827420;3;313;460;Perdida
Zona Bogota;Bogota Toberin;2022;feb;42231320;31121295;11110025;-24275553;3;256;460;Perdida
Zona Bogota;Bogota Toberin;2022;mar;45635270;32864840;12770430;-23232526;3;254;460;Perdida
Zona Bogota;Bogota Toberin;2022;abr;52437785;37102310;15335475;-25636772;3;282;460;Perdida
Zona Bogota;Bogota Toberin;2022;may;62045408;38147621;23897787;-15426537;3;335;460;Perdida
Zona Bogota;Bogota Toberin;2022;jun;55447131;39566370;15880761;-24738978;3;269;460;Perdida
Zona Bogota;Bogota Toberin;2022;jul;51525328;37873877;13651451;-23704843;3;255;460;Perdida
Zona Bogota;Bogota Toberin;2022;ago;63394144;30854675;32539469;-6496927;3;343;460;Perdida
Zona Bogota;Bogota Toberin;2022;sep;40641032;32856591;7784441;-37699351;2;204;320;Perdida
Zona Bogota;Bogota Toberin;2022;oct;57340681;20835517;36505164;-12072501;2;279;320;Perdida
Zona Bogota;Bogota Toberin;2022;nov;50681981;27072571;23609410;-36867053;2;273;320;Perdida
Zona Bogota;Bogota Toberin;2022;dic;75071898;34824361;40247537;-3005378;2;415;320;Perdida
Zona Bogota;Bogota Toberin;2023;ene;54845029;32381309;22463720;-23748791;2;268;320;Perdida
Zona Bogota;Bogota Toberin;2023;feb;56082074;17062826;39019248;-12253176;2;297;320;Perdida
Zona Bogota;Bogota Toberin;2023;mar;59076674;36434812;22641862;-34604375;2;282;320;Perdida
Zona Bogota;Bogota Toberin;2023;abr;55243410;33631756;21611654;-20873622;2;254;320;Perdida
Zona Bogota;Bogota Toberin;2023;may;64289524;33513486;30776038;-21107842;2;313;320;Perdida
Zona Bogota;Bogota Toberin;2023;jun;58557811;29860963;28696848;-22729286;2;289;320;Perdida
Zona Bogota;Bogota Toberin;2023;jul;65321325;37400288;27921037;-38470114;2;311;320;Perdida
Zona Bogota;Bogota Toberin;2023;ago;57644828;30868577;26776251;-34287439;2;297;320;Perdida
Zona Bogota;Bogota Toberin;2023;sep;57785564;34690352;23095212;-36797671;2;312;320;Perdida
Zona Bogota;Bogota Toberin;2023;oct;105802416;52158518;53643898;-23620581;2;609;320;Perdida
Zona Bogota;Bogota Toberin;2023;nov;108986697;38000017;70986680;14553880;2;656;320;Baja
Zona Bogota;Bogota Toberin;2023;dic;96892670;42745879;54146791;-5209008;2;524;320;Perdida
Zona Bogota;Bogota Toberin;2024;ene;147029064;105463809;41565255;-32354672;3;884;640;Perdida
Zona Bogota;Bogota Toberin;2024;feb;140814876;118485909;22328967;-47727697;10;917;1880;Perdida
Zona Bogota;Bogota Toberin;2024;mar;136226477;92691083;43535394;-35868081;10;750;1880;Perdida
Zona Bogota;Bogota Toberin;2024;abr;113259882;118890197;-5630315;-81717890;11;599;2040;Perdida
Zona Bogota;Bogota Toberin;2024;may;130817593;107694178;23123415;-68964941;11;766;2040;Perdida
Zona Bogota;Bogota Toberin;2024;jun;167683604;132584029;35099575;-50916373;10;1072;1720;Perdida
Zona Bogota;Bogota Toberin;2024;jul;236186028;140298104;95887924;7176632;9;1370;1560;Baja
Zona Bogota;Bogota Toberin;2024;ago;143870740;102738617;41132123;-29818500;9;817;1560;Perdida
Zona Bogota;Bogota Toberin;2024;sep;164258632;107543441;56715191;-35167952;8;1118;1400;Perdida
Zona Bogota;Bogota Toberin;2024;oct;151241389;86236140;65005249;-11644553;8;963;1400;Perdida
Zona Bogota;Bogota Toberin;2024;nov;99109690;103429404;-4319714;-82168219;8;572;1400;Perdida
Zona Bogota;Bogota Toberin;2024;dic;121920406;111379399;10541007;-68596507;8;703;1400;Perdida
Zona Bogota;Chia;2021;ene;220824366;96034424;124789942;69211382;12;1260;1600;Media
Zona Bogota;Chia;2021;feb;218518039;94589765;123928274;63257178;12;1239;1440;Media
Zona Bogota;Chia;2021;mar;276808536;107920895;168887641;101751214;11;1522;1280;Media
Zona Bogota;Chia;2021;abr;213186688;89581839;123604849;62806764;11;1187;1280;Media
Zona Bogota;Chia;2021;may;164406473;80467178;83939295;26259607;11;935;1280;Baja
Zona Bogota;Chia;2021;jun;245205671;99095824;146109847;78169372;11;1366;1280;Media
Zona Bogota;Chia;2021;jul;258468848;109602952;148865896;77264198;11;1350;1120;Media
Zona Bogota;Chia;2021;ago;257271741;94758306;162513435;106179433;11;1359;1120;Media
Zona Bogota;Chia;2021;sep;282050648;119264358;162786290;96722934;10;1508;1120;Media
Zona Bogota;Chia;2021;oct;285808060;111392015;174416045;96138910;11;1461;1280;Media
Zona Bogota;Chia;2021;nov;292653686;107722154;184931532;104706614;11;1499;1280;Media
Zona Bogota;Chia;2021;dic;346394578;125578330;220816248;139864026;12;1793;1440;Media
Zona Bogota;Chia;2022;ene;282980547;106111212;176869335;98454469;13;1564;1600;Media
Zona Bogota;Chia;2022;feb;292879809;119110575;173769234;92645918;12;1574;1600;Media
Zona Bogota;Chia;2022;mar;339978711;130089959;209888752;124025101;11;1841;1440;Media
Zona Bogota;Chia;2022;abr;301507509;120539565;180967944;95500102;10;1528;1440;Media
Zona Bogota;Chia;2022;may;333992421;123594758;210397663;131027805;10;1670;1440;Media
Zona Bogota;Chia;2022;jun;307511810;114722042;192789768;129197114;10;1598;1440;Media
Zona Bogota;Chia;2022;jul;320904901;122916685;197988216;143458818;11;1573;1600;Alta
Zona Bogota;Chia;2022;ago;363990251;137427117;226563134;155262937;11;1745;1600;Media
Zona Bogota;Chia;2022;sep;343790056;144744111;199045945;110441696;12;1641;1760;Media
Zona Bogota;Chia;2022;oct;346944868;140800738;206144130;120431645;12;1587;1760;Media
Zona Bogota;Chia;2022;nov;327258266;135634435;191623831;80645148;11;1564;1760;Media
Zona Bogota;Chia;2022;dic;392703227;154183435;238519792;118270867;12;1826;1760;Media
Zona Bogota;Chia;2023;ene;349624210;143740642;205883568;123090698;12;1479;1920;Media
Zona Bogota;Chia;2023;feb;320978516;120921293;200057223;113732201;10;1362;1600;Media
Zona Bogota;Chia;2023;mar;411004653;172717838;238286815;153552708;10;1679;1600;Media
Zona Bogota;Chia;2023;abr;375430800;140487387;234943413;159459323;10;1618;1600;Media
Zona Bogota;Chia;2023;may;368150453;157471501;210678952;120930217;10;1560;1600;Media
Zona Bogota;Chia;2023;jun;341519416;142403701;199115715;92100944;11;1416;1760;Media
Zona Bogota;Chia;2023;jul;423266202;183689517;239576685;145574035;11;1841;1760;Media
Zona Bogota;Chia;2023;ago;409326915;183212437;226114478;138058842;11;1738;1760;Media
Zona Bogota;Chia;2023;sep;372151186;159777708;212373478;137426705;11;1568;1760;Media
Zona Bogota;Chia;2023;oct;392123129;164538105;227585024;101915050;10;1570;1600;Media
Zona Bogota;Chia;2023;nov;416638601;170482005;246156596;159555077;8;1699;1280;Media
Zona Bogota;Chia;2023;dic;576265294;160063515;416201779;318146742;9;1793;1440;Alta
Zona Bogota;Chia;2024;ene;426736655;177045270;249691385;153323683;9;1662;1440;Media
Zona Bogota;Chia;2024;feb;402235831;166408688;235827143;108373122;9;1533;1440;Media
Zona Bogota;Chia;2024;mar;382354375;173926399;208427976;105121540;9;1385;1440;Media
Zona Bogota;Chia;2024;abr;394825703;163546267;231279436;112906872;10;1344;1600;Media
Zona Bogota;Chia;2024;may;435038815;178511431;256527384;92658589;12;1628;1960;Baja
Zona Bogota;Chia;2024;jun;426935314;181786915;245148399;47917548;12;1514;1960;Baja
Zona Bogota;Chia;2024;jul;419756823;185736247;234020576;77519943;12;1527;1960;Baja
Zona Bogota;Chia;2024;ago;398780296;178163542;220616754;121677416;10;1502;1640;Media
Zona Bogota;Chia;2024;sep;394842956;165685696;229157260;122727084;9;1457;1440;Media
Zona Bogota;Chia;2024;oct;405035159;173833374;231201785;118133769;10;1413;1600;Media
Zona Bogota;Chia;2024;nov;415234209;183314590;231919619;120956377;12;1484;1920;Media
Zona Bogota;Chia;2024;dic;564714630;206666320;358048310;223011320;11;1896;1760;Media
Zona Bogota;PDI  (Patio Calle 80);2021;ene;315465709;196187533;119278176;40931662;33;1905;3350;Baja
Zona Bogota;PDI  (Patio Calle 80);2021;feb;429917660;178306497;251611163;177948871;34;2584;3670;Media
Zona Bogota;PDI  (Patio Calle 80);2021;mar;610087086;317621127;292465959;205604585;35;3335;3260;Media
Zona Bogota;PDI  (Patio Calle 80);2021;abr;479294345;231905938;247388407;167691667;34;2856;3260;Media
Zona Bogota;PDI  (Patio Calle 80);2021;may;288355717;178504889;109850828;39413067;35;1645;3260;Baja
Zona Bogota;PDI  (Patio Calle 80);2021;jun;487645012;245687763;241957249;170301503;34;2453;2940;Media
Zona Bogota;PDI  (Patio Calle 80);2021;jul;591125256;259369154;331756102;248545502;37;3062;2940;Media
Zona Bogota;PDI  (Patio Calle 80);2021;ago;606801774;556258759;50543015;-23017071;37;3377;3100;Perdida
Zona Bogota;PDI  (Patio Calle 80);2021;sep;673045589;353614701;319430888;234515747;37;3686;3100;Media
Zona Bogota;PDI  (Patio Calle 80);2021;oct;495622305;324538410;171083895;98151016;35;2694;2940;Baja
Zona Bogota;PDI  (Patio Calle 80);2021;nov;449227563;270364528;178863035;105795677;35;2559;2620;Media
Zona Bogota;PDI  (Patio Calle 80);2021;dic;450961657;287801228;163160429;90919207;36;2655;2780;Baja
Zona Bogota;PDI  (Patio Calle 80);2022;ene;223231318;218641119;4590199;-67394995;35;1431;2780;Perdida
Zona Bogota;PDI  (Patio Calle 80);2022;feb;369282006;263409015;105872991;25736402;35;2258;2940;Baja
Zona Bogota;PDI  (Patio Calle 80);2022;mar;279469736;241489808;37979928;-39848927;32;1791;2780;Perdida
Zona Bogota;PDI  (Patio Calle 80);2022;abr;283372249;177533323;105838926;34190540;32;1567;2780;Baja
Zona Bogota;PDI  (Patio Calle 80);2022;may;317347867;227905221;89442646;8394973;31;1723;2780;Baja
Zona Bogota;PDI  (Patio Calle 80);2022;jun;314827346;264789517;50037829;-24412881;33;1700;2940;Perdida
Zona Bogota;PDI  (Patio Calle 80);2022;jul;303542022;313298539;-9756517;-89637408;31;1690;2940;Perdida
Zona Bogota;PDI  (Patio Calle 80);2022;ago;385908988;287161813;98747175;18529458;31;2232;2940;Baja
Zona Bogota;PDI  (Patio Calle 80);2022;sep;232449306;267709413;-35260107;-99352328;31;1339;2780;Perdida
Zona Bogota;PDI  (Patio Calle 80);2022;oct;167803918;240708406;-72904488;-148106806;29;949;2780;Perdida
Zona Bogota;PDI  (Patio Calle 80);2022;nov;174483434;230644405;-56160971;-121838955;30;943;4860;Perdida
Zona Bogota;PDI  (Patio Calle 80);2022;dic;217156499;272677748;-55521249;-117336811;29;1186;2940;Perdida
Zona Bogota;PDI  (Patio Calle 80);2023;ene;182900724;254505994;-71605270;-183008500;29;838;2940;Perdida
Zona Bogota;PDI  (Patio Calle 80);2023;feb;276295815;266367700;9928115;-96636069;26;1282;2420;Perdida
Zona Bogota;PDI  (Patio Calle 80);2023;mar;328157711;321683858;6473853;-59630781;25;1574;2420;Perdida
Zona Bogota;PDI  (Patio Calle 80);2023;abr;312313164;293173942;19139222;-42482703;25;1351;2420;Perdida
Zona Bogota;PDI  (Patio Calle 80);2023;may;338681738;422256408;-83574670;-150262842;26;1745;2420;Perdida
Zona Bogota;PDI  (Patio Calle 80);2023;jun;393344905;180349779;212995126;117128255;27;1969;2580;Media
Zona Bogota;PDI  (Patio Calle 80);2023;jul;381653230;175633798;206019432;159173257;25;1977;2580;Media
Zona Bogota;PDI  (Patio Calle 80);2023;ago;416758749;227037146;189721603;128954270;25;2092;2580;Media
Zona Bogota;PDI  (Patio Calle 80);2023;sep;455187410;179559075;275628335;214197205;23;2408;2420;Alta
Zona Bogota;PDI  (Patio Calle 80);2023;oct;428756456;196085162;232671294;160901063;25;2361;2580;Media
Zona Bogota;PDI  (Patio Calle 80);2023;nov;817066391;318685855;498380536;368627587;26;4270;2740;Alta
Zona Bogota;PDI  (Patio Calle 80);2023;dic;1046722881;426748533;619974348;485234724;31;5445;3240;Alta
Zona Bogota;PDI  (Patio Calle 80);2024;ene;453842781;284396861;169445920;64705634;31;2532;3400;Baja
Zona Bogota;PDI  (Patio Calle 80);2024;feb;577658295;268222998;309435297;230114287;31;3045;3240;Media
Zona Bogota;PDI  (Patio Calle 80);2024;mar;571230715;309044454;262186261;130757547;31;2854;3240;Media
Zona Bogota;PDI  (Patio Calle 80);2024;abr;571781649;306150953;265630696;137119980;32;2924;3240;Media
Zona Bogota;PDI  (Patio Calle 80);2024;may;579524801;297736742;281788059;104503447;32;2895;3240;Baja
Zona Bogota;PDI  (Patio Calle 80);2024;jun;512028972;207064948;304964024;183151908;32;2496;3080;Media
Zona Bogota;PDI  (Patio Calle 80);2024;jul;565388699;360653857;204734842;80302398;32;2689;3080;Baja
Zona Bogota;PDI  (Patio Calle 80);2024;ago;593335311;298731203;294604108;123430286;32;2578;3080;Baja
Zona Bogota;PDI  (Patio Calle 80);2024;sep;725315438;292915418;432400020;285450661;34;3033;3240;Media
Zona Bogota;PDI  (Patio Calle 80);2024;oct;657756090;319581132;338174958;181045632;40;3068;3560;Media
Zona Bogota;PDI  (Patio Calle 80);2024;nov;1092659504;430204403;662455101;478216484;40;5010;4120;Alta
Zona Bogota;PDI  (Patio Calle 80);2024;dic;1254461017;478928674;775532343;572768814;40;5343;4120;Alta
Zonas Secundarias;Barranquilla 77;2021;ene;406773234;185031502;221741732;51685938;31;3534;3430;Baja
Zonas Secundarias;Barranquilla 77;2021;feb;403859171;187191548;216667623;56375192;31;3613;3590;Baja
Zonas Secundarias;Barranquilla 77;2021;mar;444535430;214417083;230118347;39890560;29;3580;3430;Baja
Zonas Secundarias;Barranquilla 77;2021;abr;310618175;181456648;129161527;-4122799;30;3044;3590;Perdida
Zonas Secundarias;Barranquilla 77;2021;may;344420423;198100523;146319900;-28218696;31;3284;3750;Perdida
Zonas Secundarias;Barranquilla 77;2021;jun;371585387;212531708;159053679;-17455216;31;3254;3750;Perdida
Zonas Secundarias;Barranquilla 77;2021;jul;454300327;216640395;237659932;58321983;31;3606;3750;Baja
Zonas Secundarias;Barranquilla 77;2021;ago;449373683;213036058;236337625;44726928;33;3732;3750;Baja
Zonas Secundarias;Barranquilla 77;2021;sep;487590757;248212503;239378254;59531843;35;4138;4070;Baja
Zonas Secundarias;Barranquilla 77;2021;oct;483033937;239718281;243315656;63509129;35;3968;4070;Baja
Zonas Secundarias;Barranquilla 77;2021;nov;492985094;235734566;257250528;45626328;35;4390;4070;Baja
Zonas Secundarias;Barranquilla 77;2021;dic;461042306;241987212;219055094;24985879;35;3337;4070;Baja
Zonas Secundarias;Barranquilla 77;2022;ene;503276922;247953265;255323657;62814196;35;4187;4090;Baja
Zonas Secundarias;Barranquilla 77;2022;feb;531806854;279813400;251993454;12020546;40;4729;4890;Baja
Zonas Secundarias;Barranquilla 77;2022;mar;511048522;294770623;216277899;3321653;41;4290;5090;Perdida
Zonas Secundarias;Barranquilla 77;2022;abr;478909610;265767577;213142033;-29737036;38;3723;5090;Perdida
Zonas Secundarias;Barranquilla 77;2022;may;458759846;242983614;215776232;-44989846;37;3502;4930;Perdida
Zonas Secundarias;Barranquilla 77;2022;jun;518004234;276132733;241871501;27854321;38;3890;5090;Baja
Zonas Secundarias;Barranquilla 77;2022;jul;538671639;297148162;241523477;-29993013;38;3814;5250;Perdida
Zonas Secundarias;Barranquilla 77;2022;ago;526866570;319396388;207470182;-21090506;41;3902;5730;Perdida
Zonas Secundarias;Barranquilla 77;2022;sep;597978768;316871789;281106979;-27642844;43;4464;5930;Perdida
Zonas Secundarias;Barranquilla 77;2022;oct;517692322;316390233;201302089;-33899165;43;4301;5930;Perdida
Zonas Secundarias;Barranquilla 77;2022;nov;575650041;297941518;277708523;11465329;36;4211;5450;Baja
Zonas Secundarias;Barranquilla 77;2022;dic;591312071;304297825;287014246;56832416;39;4231;5290;Baja
Zonas Secundarias;Barranquilla 77;2023;ene;533170981;288365968;244805013;16514937;39;4296;5290;Baja
Zonas Secundarias;Barranquilla 77;2023;feb;547551940;276679721;270872219;54272538;37;4194;5290;Baja
Zonas Secundarias;Barranquilla 77;2023;mar;642177929;325378563;316799366;83992758;36;4652;5290;Baja
Zonas Secundarias;Barranquilla 77;2023;abr;506319663;287156220;219163443;13116355;37;3826;5130;Baja
Zonas Secundarias;Barranquilla 77;2023;may;631343944;339069596;292274348;73598269;37;3926;5130;Baja
Zonas Secundarias;Barranquilla 77;2023;jun;600634484;320997110;279637374;6729143;42;4365;5610;Baja
Zonas Secundarias;Barranquilla 77;2023;jul;459488069;274326550;185161519;16101054;42;3035;5610;Baja
Zonas Secundarias;Barranquilla 77;2023;ago;392128950;208092561;184036389;23058479;30;2133;3530;Baja
Zonas Secundarias;Barranquilla 77;2023;sep;406526492;267897111;138629381;-28489182;27;2476;3050;Perdida
Zonas Secundarias;Barranquilla 77;2023;oct;429200916;297174680;132026236;-85748493;27;2478;3050;Perdida
Zonas Secundarias;Barranquilla 77;2023;nov;410417686;268401789;142015897;-62550394;26;2313;2890;Perdida
Zonas Secundarias;Barranquilla 77;2023;dic;379620747;177257657;202363090;12635368;26;2435;3050;Baja
Zonas Secundarias;Barranquilla 77;2024;ene;358346763;228091636;130255127;-42368905;25;1914;2890;Perdida
Zonas Secundarias;Barranquilla 77;2024;feb;395029675;281068942;113960733;-86699926;25;2199;3050;Perdida
Zonas Secundarias;Barranquilla 77;2024;mar;465198263;258771264;206426999;-14452238;25;2610;3050;Perdida
Zonas Secundarias;Barranquilla 77;2024;abr;464741909;297351277;167390632;-36315430;25;2570;3210;Perdida
Zonas Secundarias;Barranquilla 77;2024;may;531450780;315437614;216013166;-24307576;25;2997;3210;Perdida
Zonas Secundarias;Barranquilla 77;2024;jun;354093266;303448275;50644991;-149505608;26;1763;3370;Perdida
Zonas Secundarias;Barranquilla 77;2024;jul;385108456;202033497;183074959;15789801;26;2198;3370;Baja
Zonas Secundarias;Barranquilla 77;2024;ago;368338879;276424628;91914251;-89106689;27;1888;3370;Perdida
Zonas Secundarias;Barranquilla 77;2024;sep;367768164;240679514;127088650;-63148062;27;2426;3370;Perdida
Zonas Secundarias;Barranquilla 77;2024;oct;385559732;207648788;177910944;20910357;22;2364;2890;Baja
Zonas Secundarias;Barranquilla 77;2024;nov;323689638;231463207;92226431;-99722813;22;1908;2730;Perdida
Zonas Secundarias;Barranquilla 77;2024;dic;414054182;222191853;191862329;-18320411;22;1941;2730;Perdida
Zonas Secundarias;Barranquilla Circunvalar;2021;ene;74691349;48269176;26422173;2264497;9;695;680;Baja
Zonas Secundarias;Barranquilla Circunvalar;2021;feb;97038469;52462426;44576043;23876192;9;910;680;Media
Zonas Secundarias;Barranquilla Circunvalar;2021;mar;134703384;62023847;72679537;44882410;9;1184;680;Media
Zonas Secundarias;Barranquilla Circunvalar;2021;abr;97712927;46948715;50764212;34918909;9;867;680;Media
Zonas Secundarias;Barranquilla Circunvalar;2021;may;108034061;52652997;55381064;35059902;10;918;680;Media
Zonas Secundarias;Barranquilla Circunvalar;2021;jun;100482780;53525274;46957506;26486554;9;892;680;Media
Zonas Secundarias;Barranquilla Circunvalar;2021;jul;113686858;60145110;53541748;28308932;9;961;680;Media
Zonas Secundarias;Barranquilla Circunvalar;2021;ago;132537004;62933625;69603379;17208598;9;1258;680;Baja
Zonas Secundarias;Barranquilla Circunvalar;2021;sep;148310711;64722954;83587757;58591575;9;1345;680;Media
Zonas Secundarias;Barranquilla Circunvalar;2021;oct;132356847;63478416;68878431;49272467;9;1209;680;Media
Zonas Secundarias;Barranquilla Circunvalar;2021;nov;131752516;60872106;70880410;11484108;8;1216;680;Baja
Zonas Secundarias;Barranquilla Circunvalar;2021;dic;109774956;52541714;57233242;-15743721;8;1007;680;Perdida
Zonas Secundarias;Barranquilla Circunvalar;2022;ene;69782101;48301340;21480761;5571138;8;625;680;Baja
Zonas Secundarias;Barranquilla Circunvalar;2022;feb;92869828;53254563;39615265;17898797;8;850;680;Baja
Zonas Secundarias;Barranquilla Circunvalar;2022;mar;89889836;48641454;41248382;26198344;9;736;680;Media
Zonas Secundarias;Barranquilla Circunvalar;2022;abr;88591183;52027453;36563730;18344148;10;705;680;Baja
Zonas Secundarias;Barranquilla Circunvalar;2022;may;115941077;55935687;60005390;38348975;11;948;840;Media
Zonas Secundarias;Barranquilla Circunvalar;2022;jun;167382387;72826139;94556248;70548413;11;1308;840;Media
Zonas Secundarias;Barranquilla Circunvalar;2022;jul;108255146;59749780;48505366;26521673;11;883;840;Media
Zonas Secundarias;Barranquilla Circunvalar;2022;ago;67508466;45527820;21980646;-10121441;10;509;680;Perdida
Zonas Secundarias;Barranquilla Circunvalar;2022;sep;97383248;52839701;44543547;9904028;8;678;680;Baja
Zonas Secundarias;Barranquilla Circunvalar;2022;oct;109174472;67193092;41981380;19509757;7;648;520;Baja
