Zona;Sede;Año;Mes;Ingresos;Costos;Ut_Bruta;Ut_Operativa;Empl_Operativo;Hrs_Reales;Hrs_Posibles;Nivel_rentab
Zonas Secundarias;Cali Paso Ancho;2021;jun;258829770;111868311;146961459;58901893;12;1261;1690;Media
Zonas Secundarias;Cali Paso Ancho;2021;jul;224548623;113315774;111232849;14796960;13;1138;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2021;ago;249034848;115646344;133388504;45941070;13;1255;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2021;sep;251120381;115248005;135872376;51278105;13;1296;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2021;oct;244441539;114106560;130334979;25926918;13;1266;2010;Baja
Zonas Secundarias;Cali Paso Ancho;2021;nov;278121888;123383815;154738073;46213010;12;1397;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2021;dic;303263873;118965143;184298730;54909360;12;1467;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2022;ene;256392396;144209551;112182845;24587136;12;1256;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2022;feb;297715423;125380321;172335102;70244208;13;1430;2010;Media
Zonas Secundarias;Cali Paso Ancho;2022;mar;328450992;136841676;191609316;70973884;11;1549;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2022;abr;298686974;123435093;175251881;60298907;11;1409;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2022;may;299483224;149958244;149524980;35925250;12;1445;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2022;jun;269778860;122702637;147076223;34561143;12;1168;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2022;jul;296221574;143028457;153193117;25237337;14;1269;2330;Baja
Zonas Secundarias;Cali Paso Ancho;2022;ago;327334094;146916692;180417402;74309770;14;1507;2170;Media
Zonas Secundarias;Cali Paso Ancho;2022;sep;335090837;150659589;184431248;41673392;15;1506;2170;Baja
Zonas Secundarias;Cali Paso Ancho;2022;oct;314823500;142540083;172283417;51076202;15;1393;2170;Baja
Zonas Secundarias;Cali Paso Ancho;2022;nov;304669557;132753979;171915578;55013158;11;1389;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2022;dic;346972016;147861900;199110116;61853208;15;1610;2010;Baja
Zonas Secundarias;Cali Paso Ancho;2023;ene;341397706;150690953;190706753;101232318;13;1467;1850;Media
Zonas Secundarias;Cali Paso Ancho;2023;feb;349774218;142598920;207175298;86996071;12;1527;1690;Media
Zonas Secundarias;Cali Paso Ancho;2023;mar;406639258;168050799;238588459;126468920;12;1709;1690;Media
Zonas Secundarias;Cali Paso Ancho;2023;abr;359261081;159183805;200077276;97210192;11;1433;1690;Media
Zonas Secundarias;Cali Paso Ancho;2023;may;366151832;159981754;206170078;99968723;11;1505;1690;Media
Zonas Secundarias;Cali Paso Ancho;2023;jun;357484496;166229488;191255008;70243544;13;1367;2010;Baja
Zonas Secundarias;Cali Paso Ancho;2023;jul;366738220;171553935;195184285;49598906;12;1480;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2023;ago;381431965;175143977;206287988;67795152;13;1582;2010;Baja
Zonas Secundarias;Cali Paso Ancho;2023;sep;367600087;141345334;226254753;130378086;12;1551;1850;Media
Zonas Secundarias;Cali Paso Ancho;2023;oct;366511373;193049201;173462172;40251037;13;1478;1920;Baja
Zonas Secundarias;Cali Paso Ancho;2023;nov;324267353;153631488;170635865;54532636;13;1346;1920;Baja
Zonas Secundarias;Cali Paso Ancho;2023;dic;276588384;194027018;82561366;-47505306;12;1508;1760;Perdida
Zonas Secundarias;Cali Paso Ancho;2024;ene;378097591;166505428;211592163;110705793;13;1410;2010;Media
Zonas Secundarias;Cali Paso Ancho;2024;feb;357808491;160885858;196922633;76519808;13;1299;2010;Baja
Zonas Secundarias;Cali Paso Ancho;2024;mar;311912545;156151690;155760855;42515331;13;1253;2010;Baja
Zonas Secundarias;Cali Paso Ancho;2024;abr;422943031;246414326;176528705;56616620;13;1564;2010;Baja
Zonas Secundarias;Cali Paso Ancho;2024;may;379394152;173452988;205941164;70210582;12;1515;1850;Baja
Zonas Secundarias;Cali Paso Ancho;2024;jun;299221364;131505332;167716032;58128197;11;1013;1690;Baja
Zonas Secundarias;Cali Paso Ancho;2024;jul;360936508;168284494;192652014;58968892;10;1233;1530;Baja
Zonas Secundarias;Cali Paso Ancho;2024;ago;311325665;141950959;169374706;45388050;10;1070;1530;Baja
Zonas Secundarias;Cali Paso Ancho;2024;sep;336398362;157496008;178902354;58637247;10;1155;1530;Baja
Zonas Secundarias;Cali Paso Ancho;2024;oct;357444516;152459647;204984869;110610830;12;1224;1690;Media
Zonas Secundarias;Cali Paso Ancho;2024;nov;317734530;137789059;179945471;62823811;14;1128;1690;Baja
Zonas Secundarias;Cali Paso Ancho;2024;dic;372139964;147035220;225104744;96972457;15;1331;1850;Media
Zonas Secundarias;Cali Sameco;2021;ene;572705364;299825363;272880001;34963920;48;5132;6680;Baja
Zonas Secundarias;Cali Sameco;2021;feb;752525335;379266848;373258487;116019804;48;6585;6680;Baja
Zonas Secundarias;Cali Sameco;2021;mar;787784173;385614605;402169568;140400921;49;6888;6610;Baja
Zonas Secundarias;Cali Sameco;2021;abr;578861784;348529037;230332747;8087664;49;5206;6610;Baja
Zonas Secundarias;Cali Sameco;2021;may;312340647;288265881;24074766;-229224732;49;2738;6610;Perdida
Zonas Secundarias;Cali Sameco;2021;jun;641301486;354154587;287146899;33652074;49;5466;6610;Baja
Zonas Secundarias;Cali Sameco;2021;jul;641775038;384418886;257356152;-1272505;49;5620;6610;Perdida
Zonas Secundarias;Cali Sameco;2021;ago;731227983;402111133;329116850;31704267;49;6542;6610;Baja
Zonas Secundarias;Cali Sameco;2021;sep;843158987;470964185;372194802;104266126;51;7352;6930;Baja
Zonas Secundarias;Cali Sameco;2021;oct;879161969;451617812;427544157;167947666;52;7912;7250;Baja
Zonas Secundarias;Cali Sameco;2021;nov;816752251;445841357;370910894;88705870;54;7305;7410;Baja
Zonas Secundarias;Cali Sameco;2021;dic;778017586;450158335;327859251;67299504;55;7182;7410;Baja
Zonas Secundarias;Cali Sameco;2022;ene;717712610;403979971;313732639;43737631;52;6559;7090;Baja
Zonas Secundarias;Cali Sameco;2022;feb;878391966;448017216;430374750;122935534;52;8360;7090;Baja
Zonas Secundarias;Cali Sameco;2022;mar;789306170;458476904;330829266;-6803916;52;7588;7130;Perdida
Zonas Secundarias;Cali Sameco;2022;abr;843278576;458773263;384505313;67765225;51;7359;7130;Baja
Zonas Secundarias;Cali Sameco;2022;may;882955294;488926902;394028392;54488119;53;7520;7130;Baja
Zonas Secundarias;Cali Sameco;2022;jun;801247612;409274005;391973607;103869451;53;6804;7130;Baja
Zonas Secundarias;Cali Sameco;2022;jul;709744819;505977782;203767037;-100422238;51;5587;6730;Perdida
Zonas Secundarias;Cali Sameco;2022;ago;801595596;375659510;425936086;116475591;52;6756;6730;Baja
Zonas Secundarias;Cali Sameco;2022;sep;742396868;539680950;202715918;-75199863;48;6288;6210;Perdida
Zonas Secundarias;Cali Sameco;2022;oct;644846261;381141021;263705240;-29360645;48;5585;6210;Perdida
Zonas Secundarias;Cali Sameco;2022;nov;730755691;388280217;342475474;59430522;46;6081;7850;Baja
Zonas Secundarias;Cali Sameco;2022;dic;753049878;495904441;257145437;-49831298;49;6058;6530;Perdida
Zonas Secundarias;Cali Sameco;2023;ene;816504277;368266616;448237661;133783268;50;7095;6930;Baja
Zonas Secundarias;Cali Sameco;2023;feb;698342450;438390749;259951701;-49985022;50;5938;6930;Perdida
Zonas Secundarias;Cali Sameco;2023;mar;681775715;434565780;247209935;-71721361;50;5628;6930;Perdida
Zonas Secundarias;Cali Sameco;2023;abr;593606352;388046037;205560315;-95593985;50;5018;6930;Perdida
Zonas Secundarias;Cali Sameco;2023;may;690972783;419245441;271727342;-139451131;50;5263;6930;Perdida
Zonas Secundarias;Cali Sameco;2023;jun;685638112;432773992;252864120;-68789727;47;5077;7130;Perdida
Zonas Secundarias;Cali Sameco;2023;jul;746818303;416986971;329831332;-17934838;46;5706;6970;Perdida
Zonas Secundarias;Cali Sameco;2023;ago;776805729;456398958;320406771;734646;45;5923;6810;Perdida
Zonas Secundarias;Cali Sameco;2023;sep;841514660;362310119;479204541;202581375;45;6152;6810;Media
Zonas Secundarias;Cali Sameco;2023;oct;660910551;381926628;278983923;-45587642;48;4585;6650;Perdida
Zonas Secundarias;Cali Sameco;2023;nov;704451004;387020673;317430331;24654622;47;5206;6490;Baja
Zonas Secundarias;Cali Sameco;2023;dic;730018214;391420392;338597822;113813411;45;4599;6330;Baja
Zonas Secundarias;Cali Sameco;2024;ene;754166235;470392677;283773558;-8153683;47;5785;6490;Perdida
Zonas Secundarias;Cali Sameco;2024;feb;844456120;417172561;427283559;106548509;47;6258;6330;Baja
Zonas Secundarias;Cali Sameco;2024;mar;795660093;436542088;359118005;82327766;46;5569;6130;Baja
Zonas Secundarias;Cali Sameco;2024;abr;947720886;520332794;427388092;195347625;49;6395;6450;Baja
Zonas Secundarias;Cali Sameco;2024;may;843691387;468916826;374774561;111438884;50;5536;6610;Baja
Zonas Secundarias;Cali Sameco;2024;jun;772997795;401840723;371157072;115068035;50;4845;6610;Baja
Zonas Secundarias;Cali Sameco;2024;jul;866541671;484305825;382235846;90135543;48;6069;6290;Baja
Zonas Secundarias;Cali Sameco;2024;ago;833005064;472555201;360449863;76906071;47;5647;6130;Baja
Zonas Secundarias;Cali Sameco;2024;sep;855286570;449600155;405686415;100938674;48;5449;6290;Baja
Zonas Secundarias;Cali Sameco;2024;oct;1109089535;479493372;629596163;339434520;47;7394;6610;Media
Zonas Secundarias;Cali Sameco;2024;nov;990715090;395768705;594946385;371739242;49;6734;6770;Media
Zonas Secundarias;Cali Sameco;2024;dic;865969605;487008363;378961242;107172949;49;4887;6770;Baja
Zonas Secundarias;Cali-CIAT;2021;ene;13319947;14885963;-1566016;-2399538;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2021;feb;46042984;33705300;12337684;11302702;0;0;0;Media
Zonas Secundarias;Cali-CIAT;2021;mar;17005156;10778216;6226940;3287965;0;0;0;Baja
Zonas Secundarias;Cali-CIAT;2021;abr;8368836;10087008;-1718172;-2443434;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2021;may;0;6483674;-6483674;-7006735;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2021;jun;2299288;7627499;-5328211;-7103444;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2021;jul;10673265;7282003;3391262;2656974;0;0;0;Media
Zonas Secundarias;Cali-CIAT;2021;ago;9769548;12049075;-2279527;-3460611;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2021;sep;34951742;13079659;21872083;17420225;0;0;0;Alta
Zonas Secundarias;Cali-CIAT;2021;oct;20497993;11570675;8927318;2545033;0;0;0;Baja
Zonas Secundarias;Cali-CIAT;2021;nov;13027650;14241738;-1214088;-4609801;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2021;dic;4645052;10288433;-5643381;-7738884;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2022;ene;8651390;9908891;-1257501;-3179916;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2022;feb;16959862;11772584;5187278;4411022;0;0;0;Media
Zonas Secundarias;Cali-CIAT;2022;mar;12991528;10947713;2043815;94255;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2022;abr;13358215;12102428;1255787;-1216415;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2022;may;10693560;10998343;-304783;-2889146;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2022;jun;13521314;10406601;3114713;1150545;0;0;0;Baja
Zonas Secundarias;Cali-CIAT;2022;jul;20564738;13286205;7278533;3797953;0;0;0;Baja
Zonas Secundarias;Cali-CIAT;2022;ago;18618382;12364178;6254204;4368800;0;0;0;Media
Zonas Secundarias;Cali-CIAT;2022;sep;13033348;11706096;1327252;-505950;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2022;oct;24245527;15159634;9085893;8228122;0;0;0;Media
Zonas Secundarias;Cali-CIAT;2022;nov;20197004;13650744;6546260;5599881;0;0;0;Media
Zonas Secundarias;Cali-CIAT;2022;dic;32837160;15106583;17730577;14750357;0;0;0;Alta
Zonas Secundarias;Cali-CIAT;2023;ene;12263351;10489767;1773584;-408123;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2023;feb;25200643;18155360;7045283;4994653;0;0;0;Baja
Zonas Secundarias;Cali-CIAT;2023;mar;12516499;12130178;386321;-2670336;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2023;abr;19832348;13932731;5899617;3395947;0;0;0;Baja
Zonas Secundarias;Cali-CIAT;2023;may;14626002;13936888;689114;-113231;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2023;jun;23257215;15640258;7616957;3208181;0;0;0;Baja
Zonas Secundarias;Cali-CIAT;2023;jul;11968181;14276797;-2308616;-5259928;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2023;ago;21192803;15345092;5847711;3879542;0;0;0;Baja
Zonas Secundarias;Cali-CIAT;2023;sep;17129402;15980007;1149395;-2714067;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2023;oct;32716091;23158161;9557930;8120833;0;0;0;Media
Zonas Secundarias;Cali-CIAT;2023;nov;15530965;20457437;-4926472;-7505302;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2023;dic;21695863;16635893;5059970;1761128;0;0;0;Baja
Zonas Secundarias;Cali-CIAT;2024;ene;10239891;13944554;-3704663;-4667939;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2024;feb;18706913;20209414;-1502501;-5266258;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2024;mar;12564746;24591904;-12027158;-18285541;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2024;abr;7836179;14430703;-6594524;-10764016;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2024;may;15357815;17491161;-2133346;-5253120;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2024;jun;21094395;22717705;-1623310;-4094485;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2024;jul;27262122;18184134;9077988;6770682;0;0;0;Media
Zonas Secundarias;Cali-CIAT;2024;ago;13676270;13508130;168140;-3001698;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2024;sep;9281220;16668925;-7387705;-7931201;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2024;oct;8528135;4676143;3851992;2863195;0;0;0;Media
Zonas Secundarias;Cali-CIAT;2024;nov;9347501;9904378;-556877;-1367432;0;0;0;Perdida
Zonas Secundarias;Cali-CIAT;2024;dic;13238862;11384995;1853867;-1390637;0;0;0;Perdida
Zonas Secundarias;Dipart Tulua;2023;jun;7942505;6015567;1926938;862256;1;55;160;Baja
Zonas Secundarias;Dipart Tulua;2023;jul;18764499;8900796;9863703;3952807;1;102;160;Baja
Zonas Secundarias;Dipart Tulua;2023;ago;17906083;11155074;6751009;1350941;1;99;160;Baja
Zonas Secundarias;Dipart Tulua;2023;sep;15592004;11342858;4249146;1666323;1;66;160;Baja
Zonas Secundarias;Dipart Tulua;2023;oct;20695363;12955770;7739593;1656933;1;96;160;Baja
Zonas Secundarias;Dipart Tulua;2023;nov;14324415;11974375;2350040;-9158096;1;75;160;Perdida
Zonas Secundarias;Dipart Tulua;2023;dic;22663644;15820943;6842701;-4400971;1;109;160;Perdida
Zonas Secundarias;Dipart Tulua;2024;ene;20602639;12845622;7757017;2758856;1;92;160;Baja
Zonas Secundarias;Dipart Tulua;2024;feb;14460896;11265186;3195710;-2028476;1;64;160;Perdida
Zonas Secundarias;Dipart Tulua;2024;mar;14836714;12284789;2551925;-3090625;1;62;160;Perdida
Zonas Secundarias;Dipart Tulua;2024;abr;23874616;13874859;9999757;4192590;1;104;160;Baja
Zonas Secundarias;Dipart Tulua;2024;may;23283837;17161294;6122543;-697439;2;100;320;Perdida
Zonas Secundarias;Dipart Tulua;2024;jun;21880973;17226270;4654703;-2192371;2;92;320;Perdida
Zonas Secundarias;Dipart Tulua;2024;jul;16015637;13869915;2145722;-2599239;2;72;320;Perdida
Zonas Secundarias;Dipart Tulua;2024;ago;21551898;21435494;116404;-1767158;3;126;480;Perdida
Zonas Secundarias;Dipart Tulua;2024;sep;22324749;15621466;6703283;-420014;2;110;320;Perdida
Zonas Secundarias;Dipart Tulua;2024;oct;15531386;14801737;729649;-2405956;2;83;320;Perdida
Zonas Secundarias;Dipart Tulua;2024;nov;29761297;21251846;8509451;3930134;2;139;320;Baja
Zonas Secundarias;Dipart Tulua;2024;dic;24602500;15033892;9568608;6127508;1;128;160;Media
Zonas Secundarias;Pasto Colision y Alistamiento;2021;ene;50597598;33068758;17528840;-8172988;5;471;680;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2021;feb;93689817;21817675;71872142;46348000;5;1014;680;Alta
Zonas Secundarias;Pasto Colision y Alistamiento;2021;mar;74470793;26666578;47804215;28202049;5;683;680;Media
Zonas Secundarias;Pasto Colision y Alistamiento;2021;abr;63267485;25116058;38151427;9945477;5;913;680;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2021;may;26686076;23620523;3065553;-18980060;5;288;680;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2021;jun;75729076;42480856;33248220;-21778607;5;994;680;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2021;jul;58071083;24368693;33702390;15363774;5;656;680;Media
Zonas Secundarias;Pasto Colision y Alistamiento;2021;ago;65340345;40113140;25227205;-1780709;5;926;680;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2021;sep;66263003;30696722;35566281;7165858;5;628;680;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2021;oct;74014593;32450107;41564486;3730457;5;759;680;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2021;nov;75365017;35703924;39661093;125651;5;870;680;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2021;dic;78191786;28736834;49454952;20113500;5;1003;680;Media
Zonas Secundarias;Pasto Colision y Alistamiento;2022;ene;44138836;27812834;16326002;-12844172;5;526;680;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2022;feb;72175897;30098626;42077271;9648688;5;977;680;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2022;mar;75375884;33238602;42137282;8669485;6;909;880;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2022;abr;101491488;42843339;58648149;27206461;6;1330;880;Media
Zonas Secundarias;Pasto Colision y Alistamiento;2022;may;102724018;46538546;56185472;12545878;6;1367;880;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2022;jun;86293805;40088756;46205049;15710680;6;1099;880;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2022;jul;76935908;36953835;39982073;9754141;6;868;880;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2022;ago;96532734;40633514;55899220;21977185;6;1171;880;Media
Zonas Secundarias;Pasto Colision y Alistamiento;2022;sep;108885561;48719607;60165954;15909329;6;1189;880;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2022;oct;96379830;47738034;48641796;12509066;6;1163;880;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2022;nov;76147578;38899866;37247712;577330;6;783;1040;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2022;dic;81513089;35368687;46144402;24200475;6;952;880;Media
Zonas Secundarias;Pasto Colision y Alistamiento;2023;ene;33543873;26970569;6573304;-27782525;6;427;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2023;feb;56383942;43336666;13047276;-13966529;6;660;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2023;mar;77918090;54683343;23234747;-23197034;6;1073;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2023;abr;34512708;30889066;3623642;-26557210;6;337;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2023;may;80408889;49500705;30908184;-8412366;6;850;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2023;jun;111106471;50718942;60387529;25029276;6;1195;880;Media
Zonas Secundarias;Pasto Colision y Alistamiento;2023;jul;56379691;41790908;14588783;-18619586;6;547;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2023;ago;113169460;53731633;59437827;10798079;6;1308;880;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2023;sep;123097087;28364604;94732483;42492451;6;1424;880;Media
Zonas Secundarias;Pasto Colision y Alistamiento;2023;oct;82152665;62216999;19935666;-26006452;6;947;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2023;nov;78076257;48511718;29564539;-11409865;6;777;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2023;dic;58555199;37833086;20722113;-26154099;6;765;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2024;ene;51099127;36935946;14163181;-34181418;6;538;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2024;feb;106131973;48538524;57593449;10607041;6;1073;880;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2024;mar;87686886;51333228;36353658;-17340296;6;876;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2024;abr;62616356;39363814;23252542;-23669096;6;648;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2024;may;70288203;48459602;21828601;-25373295;6;870;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2024;jun;95623718;53888246;41735472;5207713;6;1009;880;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2024;jul;101333995;53964537;47369458;2407909;5;895;680;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2024;ago;82452345;49107078;33345267;-10490793;5;888;680;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2024;sep;90974294;45021993;45952301;-14178819;5;978;680;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2024;oct;94448168;35599833;58848335;20728434;5;988;680;Baja
Zonas Secundarias;Pasto Colision y Alistamiento;2024;nov;68822589;35918405;32904184;-1937969;6;576;880;Perdida
Zonas Secundarias;Pasto Colision y Alistamiento;2024;dic;110013225;58115354;51897871;6042274;6;960;880;Baja
Zonas Secundarias;Popayan;2021;ene;32286782;15252378;17034404;-11635876;4;189;480;Perdida
Zonas Secundarias;Popayan;2021;feb;41561169;20506334;21054835;-7677515;4;224;480;Perdida
Zonas Secundarias;Popayan;2021;mar;47596288;21486656;26109632;-9464321;4;268;480;Perdida
Zonas Secundarias;Popayan;2021;abr;40661223;18972548;21688675;-11288414;4;226;480;Perdida
Zonas Secundarias;Popayan;2021;may;10015542;11870844;-1855302;-30719934;4;56;480;Perdida
Zonas Secundarias;Popayan;2021;jun;30382920;18742162;11640758;-20163904;4;174;480;Perdida
Zonas Secundarias;Popayan;2021;jul;40297617;21689505;18608112;-14228168;4;215;480;Perdida
Zonas Secundarias;Popayan;2021;ago;46213189;22185423;24027766;-10064456;4;249;480;Perdida
Zonas Secundarias;Popayan;2021;sep;42753035;22247260;20505775;-11985533;4;227;480;Perdida
Zonas Secundarias;Popayan;2021;oct;48094860;22901449;25193411;8044797;4;257;480;Baja
Zonas Secundarias;Popayan;2021;nov;47037903;25684701;21353202;-13633388;5;245;730;Perdida
Zonas Secundarias;Popayan;2021;dic;48936545;25893628;23042917;-12495194;5;261;730;Perdida
Zonas Secundarias;Popayan;2022;ene;34776174;19666446;15109728;-14249155;4;168;730;Perdida
Zonas Secundarias;Popayan;2022;feb;45983137;25415988;20567149;-6400067;4;236;730;Perdida
Zonas Secundarias;Popayan;2022;mar;50741956;23176168;27565788;-1316090;4;274;730;Perdida
Zonas Secundarias;Popayan;2022;abr;46151110;24396806;21754304;-17511133;4;234;730;Perdida
Zonas Secundarias;Popayan;2022;may;50076033;26440313;23635720;-8217725;4;247;730;Perdida
Zonas Secundarias;Popayan;2022;jun;42654083;22400772;20253311;-15921521;4;230;730;Perdida
Zonas Secundarias;Popayan;2022;jul;42558493;22956216;19602277;-9749189;4;221;730;Perdida
Zonas Secundarias;Popayan;2022;ago;58491627;33685994;24805633;-15970418;4;307;730;Perdida
Zonas Secundarias;Popayan;2022;sep;50718763;32296425;18422338;-32526994;5;253;730;Perdida
Zonas Secundarias;Popayan;2022;oct;45520664;40338333;5182331;-25208425;5;218;730;Perdida
Zonas Secundarias;Popayan;2022;nov;46281205;28361813;17919392;-13852615;4;249;730;Perdida
Zonas Secundarias;Popayan;2022;dic;48149849;29742680;18407169;-4646420;5;225;730;Perdida
Zonas Secundarias;Popayan;2023;ene;44620488;33424211;11196277;-22786216;5;215;730;Perdida
Zonas Secundarias;Popayan;2023;feb;54631807;35554006;19077801;-15275892;5;265;730;Perdida
Zonas Secundarias;Popayan;2023;mar;49164099;37418309;11745790;-22290377;5;236;730;Perdida
Zonas Secundarias;Popayan;2023;abr;56453281;35303355;21149926;-17791229;5;268;730;Perdida
Zonas Secundarias;Popayan;2023;may;59781557;40013797;19767760;-7346802;5;292;730;Perdida
Zonas Secundarias;Popayan;2023;jun;58209367;40334690;17874677;-15013608;5;267;730;Perdida
Zonas Secundarias;Popayan;2023;jul;62745414;45004576;17740838;-19674841;5;252;730;Perdida
Zonas Secundarias;Popayan;2023;ago;73745248;48968374;24776874;-10668277;5;309;730;Perdida
Zonas Secundarias;Popayan;2023;sep;50826446;35838645;14987801;-27574159;5;205;730;Perdida
Zonas Secundarias;Popayan;2023;oct;62598684;32105794;30492890;-13643860;5;294;730;Perdida
Zonas Secundarias;Popayan;2023;nov;81422894;34854315;46568579;-3427152;5;427;730;Perdida
Zonas Secundarias;Popayan;2023;dic;61794138;31008524;30785614;-379771;5;238;730;Perdida
Zonas Secundarias;Popayan;2024;ene;63403226;38427035;24976191;-12168947;5;253;730;Perdida
Zonas Secundarias;Popayan;2024;feb;57959790;38062158;19897632;-22637089;5;234;730;Perdida
Zonas Secundarias;Popayan;2024;mar;64273825;44701565;19572260;-11881173;5;215;730;Perdida
Zonas Secundarias;Popayan;2024;abr;65220719;38764119;26456600;-23842245;4;254;730;Perdida
Zonas Secundarias;Popayan;2024;may;50264599;42251386;8013213;-26998659;4;175;730;Perdida
Zonas Secundarias;Popayan;2024;jun;62405200;48441095;13964105;-47766361;5;226;730;Perdida
Zonas Secundarias;Popayan;2024;jul;77234231;43176574;34057657;6696260;5;249;730;Baja
Zonas Secundarias;Popayan;2024;ago;66851600;40894463;25957137;-17409394;5;241;730;Perdida
Zonas Secundarias;Popayan;2024;sep;65214648;45705993;19508655;-21668259;5;213;730;Perdida
Zonas Secundarias;Popayan;2024;oct;68956950;40347295;28609655;-29589945;5;249;730;Perdida
Zonas Secundarias;Popayan;2024;nov;80757658;62320159;18437499;-20135503;5;153;730;Perdida
Zonas Secundarias;Popayan;2024;dic;97487294;65432105;32055189;-18403837;4;237;730;Perdida
Zonas Secundarias;TASA Pasto;2021;ene;46703731;26227247;20476484;-3454874;5;310;750;Perdida
Zonas Secundarias;TASA Pasto;2021;feb;74793570;36608979;38184591;-624086;5;489;750;Perdida
Zonas Secundarias;TASA Pasto;2021;mar;81595235;39745838;41849397;10515693;5;541;750;Baja
Zonas Secundarias;TASA Pasto;2021;abr;69177631;35439790;33737841;-7123436;5;454;750;Perdida
Zonas Secundarias;TASA Pasto;2021;may;39254518;26183757;13070761;-24654216;5;271;750;Perdida
Zonas Secundarias;TASA Pasto;2021;jun;64040222;37046190;26994032;-19686560;5;409;750;Perdida
Zonas Secundarias;TASA Pasto;2021;jul;65878115;38365860;27512255;-7579959;6;426;910;Perdida
Zonas Secundarias;TASA Pasto;2021;ago;73645868;39908050;33737818;77652;5;496;910;Perdida
