Zona,Sede,Año,Mes,Ingresos,Costo_mat_prima,Costo_M.Obra,Utilidad_Bruta,Gastos_operativos,Gastos_personal,Ut_Operacional,Empl_Admon,Empl_Operativo,Ordenes,Hrs_Ejecutadas,Capac_Hrs,Mg_Bruto,Mg_Operacional
Zona Costa,Valledupar TASA Taller,2022,ago,212043742,24222886,83540766,104280090,34710600,32959737,36609753,5,17,257,1677,2520,0.4917857467352184,0.17265189085372773
Zona Costa,Valledupar TASA Taller,2022,sep,144378745,38806529,63907982,41664234,59467814,29721483,-47525063,5,16,228,1087,2360,0.2885759534757003,-0.3291693870867211
Zona Costa,Valledupar TASA Taller,2022,oct,194038407,20305765,64155574,109577068,45391630,35131968,29053470,5,16,205,1483,2360,0.5647184477246301,0.1497305118568614
Zona Costa,Valledupar TASA Taller,2022,nov,165586407,24156682,61911770,79517955,59836416,42330296,-22648757,6,15,211,1426,2360,0.4802203057645909,-0.1367790835633024
Zona Costa,Valledupar TASA Taller,2022,dic,189635779,14185066,65381909,110068804,43415146,29967301,36686357,5,16,244,1372,2200,0.5804221364787918,0.1934569372586594
Zona Costa,Valledupar TASA Taller,2023,ene,143552972,21379797,87210218,34962957,49962786,25280749,-40280578,5,16,202,1181,2200,0.2435543932869603,-0.28059731149279166
Zona Costa,Valledupar TASA Taller,2023,feb,153687764,17093299,53236850,83357615,46635042,28362464,8360109,5,15,199,1157,2200,0.5423828991356787,0.0543967117642495
Zona Costa,Valledupar TASA Taller,2023,mar,190284627,33390849,53113267,103780511,42974987,122724938,-61919414,5,15,233,1483,2200,0.5453961922000141,-0.32540418517361364
Zona Costa,Valledupar TASA Taller,2023,abr,182512617,28162803,69987664,84362150,35677294,26733126,21951730,4,15,232,1498,2200,0.46222640049043845,0.12027513692382155
Zona Costa,Valledupar TASA Taller,2023,may,192028767,62624545,72885827,56518395,34638189,30889028,-9008822,5,15,214,1319,2200,0.2943225428302625,-0.046913918892162655
Zona Costa,Valledupar TASA Taller,2023,jun,204018311,39566365,68398858,96053088,45618461,34691420,15743207,5,15,215,1270,2200,0.47080621111504056,0.0771656569590952
Zona Costa,Valledupar TASA Taller,2023,jul,190149452,35437819,61647031,93064602,45648547,30027880,17388175,5,15,201,1270,2200,0.4894287152612988,0.09144478102413885
Zona Costa,Valledupar TASA Taller,2023,ago,156017066,37686585,72219833,46110648,51553783,30620944,-36064079,5,15,199,1256,2200,0.2955487446482297,-0.23115470585762715
Zona Costa,Valledupar TASA Taller,2023,sep,146361963,28684562,43217255,74460146,65290740,18260457,-9091051,5,14,181,1056,2000,0.508739733150477,-0.0621134809458657
Zona Costa,Valledupar TASA Taller,2023,oct,195068588,40672752,93159874,61235962,40008127,34988425,-13760590,5,14,215,1387,2000,0.3139201581753388,-0.07054231612113786
Zona Costa,Valledupar TASA Taller,2023,nov,172007788,37810749,46299437,87897602,41699421,27848772,18349409,5,14,214,1147,2000,0.5110094317357304,0.10667778019446422
Zona Costa,Valledupar TASA Taller,2023,dic,168897039,41866581,46665804,80364654,47214283,33286247,-135876,5,14,224,1047,2000,0.47582038427565326,-0.0008044901248979267
Zona Costa,Valledupar TASA Taller,2024,ene,175679469,32701058,65452974,77525437,42391043,31398004,3736390,4,14,216,1122,2000,0.44128911273064014,0.021268222298645494
Zona Costa,Valledupar TASA Taller,2024,feb,207990717,45554378,73831109,88605230,60035527,33918253,-5348550,5,13,187,1465,2000,0.4260056952445623,-0.025715330362556518
Zona Costa,Valledupar TASA Taller,2024,mar,161447970,32098711,71431796,57917463,43989372,44927201,-30999110,5,13,205,1337,2000,0.3587376354128206,-0.19200681185399854
Zona Costa,Valledupar TASA Taller,2024,abr,186851691,33263998,71483868,82103825,61450432,27197268,-6543875,5,14,230,1265,1840,0.43940637925508524,-0.035021759583647546
Zona Costa,Valledupar TASA Taller,2024,may,116525986,28686339,64793733,23045914,50371382,36357955,-63683423,5,15,165,621,2000,0.19777488945684613,-0.5465169202687544
Zona Costa,Valledupar TASA Taller,2024,jun,143780244,32464936,55381909,55933399,48075222,27473915,-19615738,5,17,182,771,2200,0.38902005897277514,-0.1364286041968325
Zona Costa,Valledupar TASA Taller,2024,jul,210633857,28100440,93954326,88579091,40796787,39378962,8403342,5,17,207,1426,2200,0.4205358638046494,0.03989549505329525
Zona Costa,Valledupar TASA Taller,2024,ago,207807089,41778861,86059452,79968776,54501495,36639806,-11172525,5,17,210,1241,2200,0.3848221751472588,-0.053763926215240905
Zona Costa,Valledupar TASA Taller,2024,sep,231624514,29673912,82116867,119833735,48717657,36761852,34354226,5,14,278,1455,2000,0.517362056936685,0.1483186101795771
Zona Costa,Valledupar TASA Taller,2024,oct,184728242,32403046,44245695,108079501,46875691,27932159,33271651,5,13,212,1175,2000,0.5850729689724433,0.18011133890398848
Zona Costa,Valledupar TASA Taller,2024,nov,196372547,35916768,69375580,91080199,56649697,37900270,-3469768,5,14,215,1139,2000,0.4638132997276855,-0.01766931301247521
Zona Costa,Valledupar TASA Taller,2024,dic,215044272,24856112,73664418,116523742,86329405,43236635,-13042298,5,15,237,1336,2000,0.5418593153692557,-0.06064936247174256
Zona Sur Occidente,Cali- 3 Norte,2021,ene,208985488,66765024,39123942,103096522,88401286,33560753,-18865517,8,10,454,1167,1690,0.4933190480671079,-0.09027189964501267
Zona Sur Occidente,Cali- 3 Norte,2021,feb,275350423,85131232,42825846,147393345,105862393,37200146,4330806,8,10,572,1510,1690,0.5352936937380336,0.01572834336993192
Zona Sur Occidente,Cali- 3 Norte,2021,mar,276140688,96178988,45680992,134280708,102306390,45001528,-13027210,8,11,622,1479,1690,0.4862764302231332,-0.047175988784383706
Zona Sur Occidente,Cali- 3 Norte,2021,abr,198164391,70621233,73582324,53960834,661775,40839236,12459823,8,11,413,1060,1690,0.2723033827000735,0.06287619555220696
Zona Sur Occidente,Cali- 3 Norte,2021,may,97606093,44799280,28807714,23999099,42100029,38152275,-56253205,8,11,185,572,1690,0.24587705810537872,-0.5763288261112961
Zona Sur Occidente,Cali- 3 Norte,2021,jun,225707359,72403476,45822938,107480945,54582795,40231335,12666815,8,11,489,1236,1690,0.4761960153899989,0.056120522858096086
Zona Sur Occidente,Cali- 3 Norte,2021,jul,307367566,92838648,48819106,165709812,42973545,43279578,79456689,8,12,600,1464,1850,0.539125888123147,0.2585070703263467
Zona Sur Occidente,Cali- 3 Norte,2021,ago,328207807,98514199,54939518,174754090,52753722,45752550,76247818,8,12,607,1667,1850,0.5324495221407088,0.232315674319106
Zona Sur Occidente,Cali- 3 Norte,2021,sep,319606032,92877907,58730462,167997663,48707982,55849049,63440632,9,12,608,1692,1850,0.5256398383619993,0.1984963537859636
Zona Sur Occidente,Cali- 3 Norte,2021,oct,344299717,92937323,53057702,198304692,50368201,51151448,96785043,9,12,677,1722,1850,0.5759653064135397,0.2811069490364989
Zona Sur Occidente,Cali- 3 Norte,2021,nov,305418810,81952694,44526483,178939633,41870494,56776212,80292927,9,11,627,1548,1600,0.5858828177609624,0.26289450541700427
Zona Sur Occidente,Cali- 3 Norte,2021,dic,333666633,92106197,50980121,190580315,51662244,58839329,80078742,8,10,670,1638,1600,0.5711698328552978,0.239996253985636
Zona Sur Occidente,Cali- 3 Norte,2022,ene,296057103,82815498,48569978,164671627,89395300,32005658,43270669,8,10,588,1513,1600,0.5562157615248975,0.14615649670800163
Zona Sur Occidente,Cali- 3 Norte,2022,feb,282890927,80502639,42873043,159515245,95717173,39076341,24721731,8,10,603,1450,1600,0.5638754366979044,0.08738962137163205
Zona Sur Occidente,Cali- 3 Norte,2022,mar,326121881,94195942,53095559,178830380,95377137,43807327,39645916,8,10,627,1515,1600,0.5483544356227971,0.12156778894575307
Zona Sur Occidente,Cali- 3 Norte,2022,abr,347666742,103628666,56446775,187591301,87226341,48712780,51652180,9,10,618,1644,1600,0.5395721774273134,0.1485680790255169
Zona Sur Occidente,Cali- 3 Norte,2022,may,318600356,105722905,53713269,159164182,93306402,54480518,11377262,9,10,603,1415,1600,0.49957314548637854,0.0357101358668915
Zona Sur Occidente,Cali- 3 Norte,2022,jun,330928142,105142622,52188354,173597166,79393068,44727664,49476434,9,10,594,1514,1600,0.5245766194160665,0.14950808867745072
Zona Sur Occidente,Cali- 3 Norte,2022,jul,337499079,107286889,60100487,170111703,31965290,41361665,96784748,7,11,605,1453,1600,0.5040360510139348,0.28677040626827904
Zona Sur Occidente,Cali- 3 Norte,2022,ago,375623503,133576448,57325165,184721890,58795375,42761615,83164900,7,11,625,1706,1600,0.49177404641796335,0.22140494227806612
Zona Sur Occidente,Cali- 3 Norte,2022,sep,347204956,108272990,57781296,181150670,35351655,45006638,100792377,7,12,588,1596,1600,0.5217398740126279,0.2902964812518402
Zona Sur Occidente,Cali- 3 Norte,2022,oct,316281536,103543759,50076995,162660782,46501005,40394907,75764870,7,12,555,1472,1600,0.5142911092982677,0.23954882399458183
Zona Sur Occidente,Cali- 3 Norte,2022,nov,335295607,80162181,48908412,206225014,38423083,46014908,121787023,8,10,562,1530,1600,0.6150543272700856,0.3632228411510324
Zona Sur Occidente,Cali- 3 Norte,2022,dic,362601975,131706330,54426496,176469149,56865588,47061903,72541658,7,11,648,1608,1600,0.4866745389348748,0.20005864005566987
Zona Sur Occidente,Cali- 3 Norte,2023,ene,340823343,105148473,51301331,184373539,104026505,36303769,44043265,7,11,591,1455,1600,0.5409651151740508,0.12922608120770648
Zona Sur Occidente,Cali- 3 Norte,2023,feb,334649705,110436889,48763311,175449505,94147693,42415017,38886795,7,11,526,1437,1600,0.5242780805678583,0.11620149194513708
Zona Sur Occidente,Cali- 3 Norte,2023,mar,415814781,108835810,64040848,242938123,105629546,49412550,87896027,8,11,587,1746,1600,0.5842460011059588,0.21138264202301169
Zona Sur Occidente,Cali- 3 Norte,2023,abr,305867609,103134587,52672643,150060379,91629091,50675240,7756048,9,10,482,1205,1440,0.49060565612228657,0.02535753303645827
Zona Sur Occidente,Cali- 3 Norte,2023,may,317278588,139460278,45700012,132118298,51767407,47962058,32388833,9,10,481,1297,1440,0.41641101226786853,0.10208326128834133
Zona Sur Occidente,Cali- 3 Norte,2023,jun,301749925,86428895,54716010,160605020,59155154,50910466,50539400,10,11,449,1288,1600,0.5322454346923201,0.16748769697291557
Zona Sur Occidente,Cali- 3 Norte,2023,jul,275534882,77090534,55736840,142707508,66742389,51763908,24201211,10,11,468,1104,1600,0.517929007623797,0.08783356511644867
Zona Sur Occidente,Cali- 3 Norte,2023,ago,322675101,101787028,53878155,167009918,71933761,54888538,40187619,10,11,511,1322,1600,0.5175791918323441,0.12454515044840724
Zona Sur Occidente,Cali- 3 Norte,2023,sep,246919178,84780359,38103075,124035744,65342830,37606583,21086331,10,12,435,1030,1760,0.5023333748502921,0.08539770450718089
Zona Sur Occidente,Cali- 3 Norte,2023,oct,258967227,85364154,36936565,136666508,74831572,44114065,17720871,9,10,463,1080,1440,0.5277366931067304,0.06842901013107731
Zona Sur Occidente,Cali- 3 Norte,2023,nov,313500359,101407980,36497100,175595279,65331881,55094338,55169060,9,9,474,1242,1280,0.560111891291327,0.17597766132063664
Zona Sur Occidente,Cali- 3 Norte,2023,dic,464552094,105519656,35433286,323599152,41592485,50942497,231064170,8,9,457,1179,1280,0.6965831306746838,0.4973913001025026
Zona Sur Occidente,Cali- 3 Norte,2024,ene,326952360,107011589,40300933,179639838,138709991,47486871,-6557024,8,10,512,1151,1440,0.5494373492211526,-0.020054982933905112
Zona Sur Occidente,Cali- 3 Norte,2024,feb,292658790,95621324,41109350,155928116,11411132,53133894,91383090,8,10,475,983,1440,0.532798334880015,0.3122513080847495
Zona Sur Occidente,Cali- 3 Norte,2024,mar,255668262,85480115,45419848,124768299,36665678,51102799,36999822,8,10,425,917,1440,0.4880085546167635,0.14471808784775952
Zona Sur Occidente,Cali- 3 Norte,2024,abr,329564487,105144276,29438041,194982170,46552797,51852128,96577245,8,9,467,1156,1280,0.591635863969773,0.2930450604042176
Zona Sur Occidente,Cali- 3 Norte,2024,may,287362508,88649541,49264859,149448108,43301969,59096760,47049379,7,9,443,1057,1280,0.520068219894573,0.16372831420304837
Zona Sur Occidente,Cali- 3 Norte,2024,jun,262283298,86230047,103270546,72782705,51710698,59848987,-38776980,7,9,404,914,1280,0.27749652972565564,-0.14784387833951973
Zona Sur Occidente,Cali- 3 Norte,2024,jul,299578629,94676862,21467792,183433975,29524403,49041606,104867966,7,9,507,1014,1280,0.6123066108297064,0.3500515585843074
Zona Sur Occidente,Cali- 3 Norte,2024,ago,284631686,90606900,38757566,155267220,65102674,50377596,39786950,8,9,471,979,1280,0.5455022319616235,0.13978398034012277
Zona Sur Occidente,Cali- 3 Norte,2024,sep,267328305,84681502,37698101,144948702,88243700,53003220,3701782,8,10,434,873,1440,0.5422123257767261,0.013847325295389129
Zona Sur Occidente,Cali- 3 Norte,2024,oct,339840534,104107043,35524244,200209247,98897125,40097321,61214801,8,9,504,1147,1440,0.5891270374475106,0.18012801557097366
Zona Sur Occidente,Cali- 3 Norte,2024,nov,258849898,81535539,33720507,143593852,38465607,54180198,50948047,8,9,420,895,1280,0.55473791223978,0.19682467481598157
Zona Sur Occidente,Cali- 3 Norte,2024,dic,419698417,89829490,41435900,288433027,42744932,62335910,183352185,8,8,482,1038,1120,0.6872387774576715,0.4368665155103504
Zona Sur Occidente,Cali Paso Ancho,2021,ene,198452783,49747562,42558920,106146301,41193960,32746769,32205572,7,10,511,948,1530,0.5348692993637686,0.1622832973826323
Zona Sur Occidente,Cali Paso Ancho,2021,feb,234061060,55891333,36282642,141887085,50178069,30910929,60798087,7,11,569,1178,1690,0.6061968829842947,0.25975310459586914
Zona Sur Occidente,Cali Paso Ancho,2021,mar,292572979,70395869,46729530,175447580,49031517,39682825,86733238,8,12,670,1318,1850,0.5996711678558668,0.2964499260883556
Zona Sur Occidente,Cali Paso Ancho,2021,abr,186301752,47623737,35193795,103484220,43396152,39337566,20750502,8,12,462,867,1690,0.5554656297596171,0.11138114256703287
Zona Sur Occidente,Cali Paso Ancho,2021,may,132123753,41919196,32348166,57856391,39385168,37068677,-18597454,8,12,346,602,1690,0.4378954554825581,-0.14075783935686417
Zona Sur Occidente,Cali Paso Ancho,2021,jun,258829770,63760394,48107917,146961459,45740661,42318905,58901893,8,12,626,1261,1690,0.5677919468073552,0.22757000865858668
Zona Sur Occidente,Cali Paso Ancho,2021,jul,224548623,64161092,49154682,111232849,50805768,45630121,14796960,8,13,630,1138,1850,0.4953619733397341,0.06589646287877704
Zona Sur Occidente,Cali Paso Ancho,2021,ago,249034848,71306118,44340226,133388504,46161735,41285699,45941070,8,13,651,1255,1850,0.5356218419680767,0.18447647134107112
Zona Sur Occidente,Cali Paso Ancho,2021,sep,251120381,68013635,47234370,135872376,35054585,49539686,51278105,9,13,687,1296,1850,0.5410647095187388,0.20419730487745635
Zona Sur Occidente,Cali Paso Ancho,2021,oct,244441539,68195530,45911030,130334979,57034179,47373882,25926918,8,13,666,1266,2010,0.5331948879605115,0.10606592523539954
Zona Sur Occidente,Cali Paso Ancho,2021,nov,278121888,73809641,49574174,154738073,61447430,47077633,46213010,8,12,690,1397,1850,0.5563678361050102,0.16616099628951175
Zona Sur Occidente,Cali Paso Ancho,2021,dic,303263873,78910575,40054568,184298730,61140341,68249029,54909360,9,12,723,1467,1850,0.6077173920416165,0.18106132938558098
Zona Sur Occidente,Cali Paso Ancho,2022,ene,256392396,72927469,71282082,112182845,46879331,40716378,24587136,9,12,599,1256,1850,0.4375435728600937,0.09589651012895094
Zona Sur Occidente,Cali Paso Ancho,2022,feb,297715423,80679760,44700561,172335102,45280755,56810139,70244208,11,13,659,1430,2010,0.5788584960208797,0.23594413514814783
Zona Sur Occidente,Cali Paso Ancho,2022,mar,328450992,88671007,48170669,191609316,52909767,67725665,70973884,11,11,690,1549,1850,0.5833726207774705,0.21608667877002485
Zona Sur Occidente,Cali Paso Ancho,2022,abr,298686974,75721891,47713202,175251881,53471143,61481831,60298907,10,11,675,1409,1850,0.5867409571064857,0.20187993534662813
Zona Sur Occidente,Cali Paso Ancho,2022,may,299483224,78740058,71218186,149524980,50255907,63343823,35925250,10,12,672,1445,1850,0.49927664729560944,0.11995747047253638
Zona Sur Occidente,Cali Paso Ancho,2022,jun,269778860,79688230,43014407,147076223,55416718,57098362,34561143,10,12,633,1168,1850,0.545173268950725,0.12810915947973092
Zona Sur Occidente,Cali Paso Ancho,2022,jul,296221574,90093356,52935101,153193117,71288941,56666839,25237337,9,14,646,1269,2330,0.5171571905832896,0.08519749814036165
Zona Sur Occidente,Cali Paso Ancho,2022,ago,327334094,97218210,49698482,180417402,53782424,52325208,74309770,10,14,709,1507,2170,0.551172045036042,0.22701506308719555
Zona Sur Occidente,Cali Paso Ancho,2022,sep,335090837,101714624,48944965,184431248,88410930,54346926,41673392,10,15,700,1506,2170,0.5503917971949797,0.12436446300081909
Zona Sur Occidente,Cali Paso Ancho,2022,oct,314823500,96951008,45589075,172283417,65574647,55632568,51076202,10,15,683,1393,2170,0.5472381096074467,0.16223757756330134
Zona Sur Occidente,Cali Paso Ancho,2022,nov,304669557,89480563,43273416,171915578,58819435,58082985,55013158,13,11,645,1389,1850,0.5642689728924902,0.18056663928519776
Zona Sur Occidente,Cali Paso Ancho,2022,dic,346972016,99946754,47915146,199110116,74596466,62660442,61853208,9,15,755,1610,2010,0.573850647367481,0.1782656962168384
Zona Sur Occidente,Cali Paso Ancho,2023,ene,341397706,93559363,57131590,190706753,49816679,39657756,101232318,10,13,730,1467,1850,0.5586058419502092,0.29652313480981624
Zona Sur Occidente,Cali Paso Ancho,2023,feb,349774218,102802660,39796260,207175298,68832080,51347147,86996071,10,12,702,1527,1690,0.5923115179404104,0.24872065041683547
Zona Sur Occidente,Cali Paso Ancho,2023,mar,406639258,113514621,54536178,238588459,53036662,59082877,126468920,9,12,737,1709,1690,0.5867324767742912,0.31101010911248517
Zona Sur Occidente,Cali Paso Ancho,2023,abr,359261081,116963305,42220500,200077276,48128154,54738930,97210192,9,11,639,1433,1690,0.5569133050623983,0.27058369843295105
Zona Sur Occidente,Cali Paso Ancho,2023,may,366151832,116617937,43363817,206170078,54935646,51265709,99968723,9,11,688,1505,1690,0.5630726381289826,0.27302532518804934
Zona Sur Occidente,Cali Paso Ancho,2023,jun,357484496,113714206,52515282,191255008,60125925,60885539,70243544,10,13,689,1367,2010,0.5350022452442246,0.19649395927928578
Zona Sur Occidente,Cali Paso Ancho,2023,jul,366738220,113602848,57951087,195184285,74254287,71331092,49598906,12,12,680,1480,1850,0.5322169175604332,0.13524335151105876
Zona Sur Occidente,Cali Paso Ancho,2023,ago,381431965,120503464,54640513,206287988,64943610,73549226,67795152,12,13,705,1582,2010,0.5408251193630298,0.17773851753614828
Zona Sur Occidente,Cali Paso Ancho,2023,sep,367600087,113425976,27919358,226254753,52436833,43439834,130378086,10,12,707,1551,1850,0.615491565430451,0.35467370822466643
Zona Sur Occidente,Cali Paso Ancho,2023,oct,366511373,119888353,73160848,173462172,70615511,62595624,40251037,10,13,686,1478,1920,0.47327909794493606,0.10982206819541177
Zona Sur Occidente,Cali Paso Ancho,2023,nov,324267353,100386815,53244673,170635865,47846260,68256969,54532636,10,13,656,1346,1920,0.5262196870000663,0.1681718356642582
Zona Sur Occidente,Cali Paso Ancho,2023,dic,276588384,139338838,54688180,82561366,70080525,59986147,-47505306,11,12,762,1508,1760,0.29849903602603933,-0.17175452314006073
Zona Sur Occidente,Cali Paso Ancho,2024,ene,378097591,108921918,57583510,211592163,54627707,46258663,110705793,10,13,723,1410,2010,0.5596231450202496,0.2927968747624208
Zona Sur Occidente,Cali Paso Ancho,2024,feb,357808491,107867656,53018202,196922633,54724644,65678181,76519808,11,13,688,1299,2010,0.5503576297187425,0.21385688133376354
Zona Sur Occidente,Cali Paso Ancho,2024,mar,311912545,98417674,57734016,155760855,54216063,59029461,42515331,11,13,622,1253,2010,0.49937348624435735,0.1363052935238626
Zona Sur Occidente,Cali Paso Ancho,2024,abr,422943031,129670342,116743984,176528705,57451294,62460791,56616620,12,13,795,1564,2010,0.41738175607863365,0.13386346588129502
Zona Sur Occidente,Cali Paso Ancho,2024,may,379394152,105266310,68186678,205941164,72326800,63403782,70210582,12,12,657,1515,1850,0.5428158629076603,0.1850597370304221
Zona Sur Occidente,Cali Paso Ancho,2024,jun,299221364,87059114,44446218,167716032,51610341,57977494,58128197,12,11,576,1013,1690,0.5605082129095568,0.19426486205042498
Zona Sur Occidente,Cali Paso Ancho,2024,jul,360936508,110908689,57375805,192652014,63563527,70119595,58968892,12,10,678,1233,1530,0.5337559646363066,0.16337746582288096
Zona Sur Occidente,Cali Paso Ancho,2024,ago,311325665,94417122,47533837,169374706,58894833,65091823,45388050,12,10,604,1070,1530,0.5440435050544259,0.1457896187261015
Zona Sur Occidente,Cali Paso Ancho,2024,sep,336398362,106713699,50782309,178902354,51740167,68524940,58637247,11,10,655,1155,1530,0.5318169593227686,0.1743089551666723
Zona Sur Occidente,Cali Paso Ancho,2024,oct,357444516,105147606,47312041,204984869,61814097,32559942,110610830,10,12,673,1224,1690,0.5734732519997593,0.30944894955389385
Zona Sur Occidente,Cali Paso Ancho,2024,nov,317734530,87273658,50515401,179945471,56064850,61056810,62823811,11,14,577,1128,1690,0.5663390472543226,0.19772421650237385
Zona Sur Occidente,Cali Paso Ancho,2024,dic,372139964,93038196,53997024,225104744,65006294,63125993,96972457,11,15,683,1331,1850,0.6048926903212147,0.26058060509728004
Zona Sur Occidente,Cali Sameco,2021,ene,572705364,86667622,213157741,272880001,114729615,123186466,34963920,26,48,804,5132,6680,0.4764753713743809,0.061050449668915624
Zona Sur Occidente,Cali Sameco,2021,feb,752525335,119963329,259303519,373258487,116452045,140786638,116019804,27,48,1017,6585,6680,0.49600786796101687,0.1541739508344925
Zona Sur Occidente,Cali Sameco,2021,mar,787784173,134569053,251045552,402169568,108640933,153127714,140400921,26,49,1247,6888,6610,0.5105072960129144,0.1782225713742538
Zona Sur Occidente,Cali Sameco,2021,abr,578861784,110946190,237582847,230332747,93952819,128292264,8087664,26,49,903,5206,6610,0.3979062936377918,0.013971666853032399
Zona Sur Occidente,Cali Sameco,2021,may,312340647,73366701,214899180,24074766,121296147,132003351,-229224732,26,49,429,2738,6610,0.07707855583714661,-0.7338933763558478
Zona Sur Occidente,Cali Sameco,2021,jun,641301486,98867646,255286941,287146899,111149446,142345379,33652074,26,49,908,5466,6610,0.4477564846933787,0.052474654643167314
Zona Sur Occidente,Cali Sameco,2021,jul,641775038,120728246,263690640,257356152,108407856,150220801,-1272505,24,49,1076,5620,6610,0.40100679640332165,-0.001982789801182638
Zona Sur Occidente,Cali Sameco,2021,ago,731227983,118806296,283304837,329116850,167576595,129835988,31704267,25,49,1074,6542,6610,0.4500878763552461,0.04335756800488857
Zona Sur Occidente,Cali Sameco,2021,sep,843158987,156243156,314721029,372194802,125762410,142166266,104266126,24,51,1335,7352,6930,0.4414289686032843,0.1236612876190573
Zona Sur Occidente,Cali Sameco,2021,oct,879161969,136726620,314891192,427544157,119579033,140017458,167947666,25,52,1241,7912,7250,0.4863087486442444,0.1910315413109049
Zona Sur Occidente,Cali Sameco,2021,nov,816752251,137698197,308143160,370910894,155284226,126920798,88705870,25,54,1124,7305,7410,0.4541290134748585,0.10860805083964195
Zona Sur Occidente,Cali Sameco,2021,dic,778017586,134709073,315449262,327859251,124688430,135871317,67299504,26,55,1121,7182,7410,0.42140339357316275,0.0865012632246593
Zona Sur Occidente,Cali Sameco,2022,ene,717712610,122314325,281665646,313732639,125388224,144606784,43737631,27,52,898,6559,7090,0.4371285032876878,0.060940312864225694
