Zona,Sede,Año,Mes,Ingresos,Costo_mat_prima,Costo_M.Obra,Utilidad_Bruta,Gastos_operativos,Gastos_personal,Ut_Operacional,Empl_Admon,Empl_Operativo,Ordenes,Hrs_Ejecutadas,Capac_Hrs,Mg_Bruto,Mg_Operacional
Zona Antioquia,Vegas,2021,sep,282744439,61688577,74222064,146833798,103531009,46384364,-3081575,9,16,677,1603,2060,0.5193163074022474,-0.010898799675419965
Zona Antioquia,Vegas,2021,oct,281262190,62085278,82298034,136878878,66002253,48771340,22105285,10,16,710,1519,2060,0.4866593622128876,0.07859316248657525
Zona Antioquia,Vegas,2021,nov,273408637,63323683,73464413,136620541,73956273,43558784,19105484,10,16,653,1443,2060,0.49969358136992575,0.06987886048384052
Zona Antioquia,Vegas,2021,dic,313520487,65059166,73008005,175453316,86897783,53118859,35436674,10,14,772,1717,1830,0.5596231291896405,0.1130282564277849
Zona Antioquia,Vegas,2022,ene,284493706,66021440,57294268,161177998,87279646,39640266,34258086,9,11,669,1487,1830,0.566543282331877,0.12041772903053258
Zona Antioquia,Vegas,2022,feb,263123381,60926746,57241284,144955351,82465390,45335070,17154891,9,13,658,1451,2150,0.5509025858861246,0.06519713654789196
Zona Antioquia,Vegas,2022,mar,303944813,68410992,68608654,166925167,40843512,53983058,72098597,9,13,682,1524,2150,0.5491956429603554,0.23720949960741722
Zona Antioquia,Vegas,2022,abr,297298827,62756086,66671334,167871407,73081216,35900853,58889338,9,13,664,1510,2150,0.5646554636423103,0.1980812995269571
Zona Antioquia,Vegas,2022,may,279105449,61796220,70631500,146677729,99417441,36108133,11152155,10,13,641,1415,2150,0.5255280021423014,0.039956779919406014
Zona Antioquia,Vegas,2022,jun,271755338,61514273,68807244,141433821,82828129,39344898,19260794,10,13,693,1392,2150,0.5204454199166457,0.07087549463333817
Zona Antioquia,Vegas,2022,jul,250907002,60457867,62188483,128260652,86022621,42963146,-725115,12,12,604,1293,1990,0.5111880137964424,-0.0028899751470467133
Zona Antioquia,Vegas,2022,ago,330795699,64624789,71511725,194659185,86562079,51437031,56660075,11,12,757,1680,1990,0.5884574242907553,0.17128419496167632
Zona Antioquia,Vegas,2022,sep,549282274,291335999,74259084,183687191,100544888,61940585,21201718,11,12,739,1618,1990,0.334413105419091,0.038598948124803314
Zona Antioquia,Vegas,2022,oct,316893491,59616510,66027085,191249896,70765776,59260687,61223433,11,12,670,1610,1990,0.6035147500079135,0.19319877100284147
Zona Antioquia,Vegas,2022,nov,318372009,49959307,64714553,203698149,86762903,51845284,65089962,11,12,743,1698,1990,0.6398117398568164,0.20444624577533133
Zona Antioquia,Vegas,2022,dic,359032545,70528351,69942213,218561981,83200800,76058440,59302741,11,12,782,1859,1990,0.6087525603006267,0.1651737198364566
Zona Antioquia,Vegas,2023,ene,325506124,56564463,70346752,198594909,108095905,48139924,42359080,11,11,722,1621,1830,0.6101111295835405,0.1301329740880697
Zona Antioquia,Vegas,2023,feb,310339533,57857112,64443795,188038626,89791005,54688722,43558899,10,11,617,1545,1830,0.6059125764038577,0.14035884690204775
Zona Antioquia,Vegas,2023,mar,375001791,76414558,83053512,215533721,68507330,56296181,90730210,9,13,761,1798,2150,0.5747538443089729,0.24194607113223093
Zona Antioquia,Vegas,2023,abr,309344649,66441959,75392789,167509901,82572184,55003498,29934219,10,13,610,1418,2150,0.5414992680219273,0.09676656472567592
Zona Antioquia,Vegas,2023,may,358826315,109720601,82601267,166504447,90630947,51931052,23942448,10,14,694,1586,2310,0.46402518444055585,0.06672433709328146
Zona Antioquia,Vegas,2023,jun,322865793,89239221,76687529,156939043,112095102,52999917,-8155976,11,14,600,1358,2310,0.4860813576494305,-0.025261195756343256
Zona Antioquia,Vegas,2023,jul,350313594,101939892,81414575,166959127,102655280,53355465,10948382,12,14,625,1462,2310,0.47659905256203106,0.03125308919641868
Zona Antioquia,Vegas,2023,ago,331831357,86698090,82500731,162632536,62174289,50838632,49619615,10,13,635,1446,1990,0.49010599079700595,0.14953262840678436
Zona Antioquia,Vegas,2023,sep,375765169,110475341,75234787,190055041,81102950,31440826,77511265,9,13,682,1532,1990,0.5057814206297551,0.20627581105049148
Zona Antioquia,Vegas,2023,oct,351136743,103464566,88074255,159597922,103666440,63181767,-7250285,11,12,563,1352,1990,0.4545178628600539,-0.020648038533523677
Zona Antioquia,Vegas,2023,nov,309386468,89204364,72997106,147184998,101464765,60193296,-14473063,10,12,557,1231,1990,0.4757318539219369,-0.04677988372781708
Zona Antioquia,Vegas,2023,dic,390140447,115402597,59273386,215464464,97123972,50288745,68051747,10,11,725,1488,1690,0.5522740993834971,0.17442884356976193
Zona Antioquia,Vegas,2024,ene,416256591,112867651,74766405,228622535,93584855,45834244,89203436,7,10,692,1575,1530,0.5492346306175365,0.21429915568592162
Zona Antioquia,Vegas,2024,feb,386557378,100471845,87267340,198818193,95986810,56180150,46651233,10,14,585,1452,2010,0.5143303538239542,0.12068385097541716
Zona Antioquia,Vegas,2024,mar,338355343,99698346,104083521,134573476,84647036,56096832,-6170392,10,14,552,1221,2010,0.397728242760452,-0.018236425484789816
Zona Antioquia,Vegas,2024,abr,369813601,105215675,95499931,169097995,94731719,53619453,20746823,9,14,640,1381,2010,0.45725196299635285,0.0561007570946532
Zona Antioquia,Vegas,2024,may,444990547,116290775,92493694,236206078,109479050,59202558,67524470,11,14,624,1644,2010,0.5308114511475229,0.15174360546584825
Zona Antioquia,Vegas,2024,jun,365246054,93296224,100145595,171804235,105365545,81846995,-15408305,11,15,550,1302,2170,0.4703794417995273,-0.04218609573260441
Zona Antioquia,Vegas,2024,jul,416938106,104290273,100457467,212190366,96667395,69862384,45660587,12,14,614,1549,2010,0.5089253367501027,0.10951406538024615
Zona Antioquia,Vegas,2024,ago,425253460,112326142,111264991,201662327,93904864,75007260,32750203,11,16,599,1549,2470,0.4742167812109042,0.07701337221336188
Zona Antioquia,Vegas,2024,sep,415855712,110920527,107757920,197177265,93125501,64628682,39423082,8,16,587,1509,2330,0.47414826659877646,0.09479990502090302
Zona Antioquia,Vegas,2024,oct,438961535,112908280,94569857,231483398,91895281,33392323,106195794,8,15,653,1620,2170,0.5273432397670106,0.24192505614415624
Zona Antioquia,Vegas,2024,nov,400775517,107336998,113687874,179750645,92428234,50400520,36921891,8,15,585,1399,2170,0.448507050394498,0.09212611408096567
Zona Antioquia,Vegas,2024,dic,468524323,114986219,113534964,240003140,111501017,59023844,69478279,8,14,627,1535,2010,0.5122533200907053,0.14829172273303728
Zona Bogotá,Bogotá Calle 13,2021,ene,299325646,104644368,113157183,81524095,109136385,54461889,-82074179,14,32,521,1676,4410,0.27235920506457373,-0.27419694936530764
Zona Bogotá,Bogotá Calle 13,2021,feb,462791315,202929674,122156616,137705025,132690869,70104228,-65090072,15,32,808,2271,4410,0.29755317469602904,-0.14064670163483944
Zona Bogotá,Bogotá Calle 13,2021,mar,695122706,197128072,132586438,365408196,145005935,67786612,152615649,14,31,973,2919,4250,0.5256743778414282,0.21955209876283338
Zona Bogotá,Bogotá Calle 13,2021,abr,247412027,84141930,129165712,34104385,117454770,-28819424,-54530961,15,30,606,2104,4410,0.13784449128659376,-0.22040545749216953
Zona Bogotá,Bogotá Calle 13,2021,may,407532934,126594905,119287355,161650674,110656725,68472752,-17478803,16,30,635,2101,4410,0.39665671290261906,-0.04288930180057546
Zona Bogotá,Bogotá Calle 13,2021,jun,489018742,149038293,134349234,205631215,128653116,73451910,3526189,15,30,787,2604,4410,0.42049761561081433,0.007210744082278957
Zona Bogotá,Bogotá Calle 13,2021,jul,546758579,168595828,142395200,235767551,111627124,75467302,48673125,15,35,872,2879,4410,0.43120960521773544,0.08902123692146036
Zona Bogotá,Bogotá Calle 13,2021,ago,524375357,135299072,151958624,237117661,110626300,79632770,46858591,16,35,890,3009,4410,0.4521907023941249,0.08936078016343549
Zona Bogotá,Bogotá Calle 13,2021,sep,567222938,152272023,154727215,260223700,114531298,78009121,67683281,15,34,961,3141,4570,0.4587679421384754,0.11932394913126733
Zona Bogotá,Bogotá Calle 13,2021,oct,572954329,134270811,170533505,268150013,125561941,90994686,51593386,18,34,896,3201,4250,0.4680128928740497,0.09004799054411193
Zona Bogotá,Bogotá Calle 13,2021,nov,517000028,126859243,133920412,256220373,133261115,80722415,42236843,18,36,805,2792,4570,0.49559063660244135,0.08169601685205324
Zona Bogotá,Bogotá Calle 13,2021,dic,666669569,140498393,156673016,369498160,180788667,94307918,94401575,18,36,1089,3809,4570,0.5542448270951452,0.14160174603679862
Zona Bogotá,Bogotá Calle 13,2022,ene,501141914,120419836,147296307,233425771,170843315,75917560,-13335104,18,37,864,2745,4570,0.4657877628651113,-0.026609436623574855
Zona Bogotá,Bogotá Calle 13,2022,feb,538485479,119540514,155773615,263171350,143833609,77243015,42094726,18,37,811,2915,4570,0.48872506365208784,0.07817244408924906
Zona Bogotá,Bogotá Calle 13,2022,mar,604561302,151719131,161139339,291702832,151492755,79005464,61204613,16,36,901,3273,4570,0.48250331444469463,0.10123805939533986
Zona Bogotá,Bogotá Calle 13,2022,abr,554629408,175031642,148240064,231357702,164452647,84589235,-17684180,17,34,809,2921,4570,0.4171392621142801,-0.03188467784961017
Zona Bogotá,Bogotá Calle 13,2022,may,528664232,107021193,148167384,273475655,147428650,88652021,37394984,17,34,810,2885,4570,0.517295550647353,0.07073484782303184
Zona Bogotá,Bogotá Calle 13,2022,jun,614100445,150572211,153978492,309549742,146813447,84575280,78161015,17,35,839,3096,4570,0.5040702128134755,0.12727724859407974
Zona Bogotá,Bogotá Calle 13,2022,jul,652737798,165657040,148231742,338849016,141073817,90644375,107130824,17,32,919,3164,4410,0.5191196481010282,0.1641253568098105
Zona Bogotá,Bogotá Calle 13,2022,ago,610221391,144565709,142123086,323532596,136565471,88656737,98310388,17,33,858,3090,4410,0.5301888802518232,0.16110609927799138
Zona Bogotá,Bogotá Calle 13,2022,sep,615791879,148858410,145685633,321247836,130323369,105087627,85836840,18,30,796,3212,4410,0.5216824822725536,0.13939261449727564
Zona Bogotá,Bogotá Calle 13,2022,oct,485631160,141888685,126902226,216840249,122007605,91807730,3024914,18,28,740,2493,4250,0.4465122233919257,0.006228830126963023
Zona Bogotá,Bogotá Calle 13,2022,nov,619027891,173294504,127211505,318521882,152360595,97366975,68794312,22,26,753,2919,4250,0.5145517457790929,0.11113281485405639
Zona Bogotá,Bogotá Calle 13,2022,dic,709616194,176945200,133535119,399135875,122381571,115565164,161189140,19,29,941,3383,4250,0.5624672581809766,0.22714974850193456
Zona Bogotá,Bogotá Calle 13,2023,ene,549910526,120164630,137355046,292390850,150614368,83755199,58021283,17,30,781,2563,4250,0.5317062252414495,0.10551040625107075
Zona Bogotá,Bogotá Calle 13,2023,feb,482424665,145185588,122666678,214572399,175707433,92882607,-54017641,19,29,678,2225,4250,0.44477908068817334,-0.11197114268608135
Zona Bogotá,Bogotá Calle 13,2023,mar,555252767,138490385,155275487,261486895,178006267,115539289,-32058661,20,29,721,2447,4090,0.4709330786639736,-0.05773705761649991
Zona Bogotá,Bogotá Calle 13,2023,abr,534509096,166015199,133699750,234794147,208387754,117753100,-91346707,20,27,665,2215,3930,0.43927062936268535,-0.1708983208772185
Zona Bogotá,Bogotá Calle 13,2023,may,636242763,182879551,143687924,309675288,142080180,110636354,56958754,19,27,742,2855,3930,0.48672504586115034,0.08952361788985881
Zona Bogotá,Bogotá Calle 13,2023,jun,616153948,182337884,135258831,298557233,210980521,109730001,-22153289,19,25,766,2456,3770,0.4845497362616915,-0.035954145992098716
Zona Bogotá,Bogotá Calle 13,2023,jul,572278057,170137259,152299648,249841150,148767454,134040247,-32966551,22,28,735,2385,4230,0.436573003182612,-0.05760582744132718
Zona Bogotá,Bogotá Calle 13,2023,ago,648026973,68456954,158077358,421492661,227848030,134058769,59585862,22,28,841,2816,4230,0.6504245634232265,0.09194966333600438
